kList(3),            Time(us),                Time%,   Calls (Top 249, sorted by time)
-------------------------------------------------------------
('aten::zero_', 'aten::zero_', 'aten::zero_'), 3206.100000000006, 0.20195870984823044%, 216
('aten::as_strided', 'aten::adaptive_avg_pool2d', 'aten::mean'), 3094.439999999886, 0.19492502108565987%, 27
('aten::zero_', 'aten::resize_', 'aten::zero_'), 3042.2779999997583, 0.19163923142746794%, 51
('aten::mkldnn_convolution_backward', 'aten::mkldnn_convolution_backward_weights', 'aten::empty'), 3036.960999999952, 0.19130430286621786%, 3
('aten::mul', 'aten::empty', 'aten::conj'), 3005.6019999999116, 0.1893289361645745%, 84
('aten::matmul', 'aten::mm', 'aten::empty'), 2988.6240000002363, 0.18825945767802146%, 54
('aten::as_strided', 'aten::matmul', 'aten::mm'), 2984.4939999995695, 0.1879993006424306%, 54
('aten::as_strided', 'aten::add', 'aten::conv2d'), 2910.370999999919, 0.1833301432705427%, 18
('aten::clamp', 'aten::mul', 'aten::empty'), 2886.642000000285, 0.18183540566849823%, 57
('aten::t', 'aten::transpose', 'aten::as_strided'), 2791.2979999994823, 0.17582949467634834%, 285
('aten::select', 'aten::as_strided', 'aten::conv2d'), 2727.8529999998336, 0.17183296607579004%, 15
('aten::mean', 'aten::sum', 'aten::empty'), 2615.4259999994983, 0.16475096243517537%, 36
('aten::addmm_', 'aten::zero_', 'aten::fill_'), 2614.874000000098, 0.16471619084111558%, 21
('aten::select', 'aten::as_strided', 'aten::add'), 2604.8950000003215, 0.16408759349058677%, 48
('aten::fill_', 'aten::resize_', 'aten::zero_'), 2598.7989999997953, 0.16370359414704133%, 24
('aten::as_strided', 'aten::add', 'aten::to'), 2561.056000000118, 0.16132608640064022%, 30
('aten::hardtanh_', 'aten::clamp_', 'aten::clamp'), 2523.993000000056, 0.15899141322665394%, 84
('aten::empty_strided', 'aten::copy_', 'aten::empty'), 2443.979999998334, 0.15395123286689152%, 585
('aten::copy_', 'aten::hardtanh_', 'aten::clamp_'), 2267.6999999999016, 0.1428469998823529%, 84
('aten::to', 'aten::div', 'aten::to'), 2190.2829999994865, 0.13797034680216066%, 36
('aten::copy_', 'aten::conv2d', 'aten::convolution'), 2170.7750000000815, 0.1367414985093441%, 3
('aten::zero_', 'aten::conv2d', 'aten::convolution'), 2103.31700000001, 0.13249218293935056%, 2
('aten::fill_', 'aten::zero_', 'aten::conv2d'), 2015.3819999999832, 0.1269529798107802%, 2
('aten::as_strided', 'aten::to', 'aten::div'), 1953.2429999997694, 0.12303871878607653%, 36
('aten::fill_', 'aten::zero_', 'aten::zero_'), 1916.8670000000566, 0.12074732112867931%, 12
('aten::empty_like', 'aten::empty', 'aten::select'), 1864.3679999986093, 0.11744030316023961%, 210
('aten::empty', 'aten::add', 'aten::to'), 1819.5270000000046, 0.11461567806806447%, 51
('aten::transpose', 'aten::as_strided', 'aten::matmul'), 1785.5469999995576, 0.11247520928645031%, 54
('aten::mul', 'aten::empty', 'aten::add'), 1774.745999999952, 0.11179483249689567%, 24
('aten::empty', 'aten::select', 'aten::as_strided'), 1754.3669999990798, 0.11051111815605379%, 315
('aten::empty_strided', 'aten::copy_', 'aten::hardtanh_'), 1670.5929999994037, 0.10523402481562143%, 84
('aten::select', 'aten::as_strided', 'aten::adaptive_avg_pool2d'), 1652.19200000008, 0.10407490868706003%, 27
('aten::empty_like', 'aten::empty', 'aten::empty_like'), 1599.6830000000045, 0.10076726079852381%, 210
('aten::sum', 'aten::empty', 'aten::fill_'), 1565.100999999856, 0.09858887082191624%, 60
('aten::resize_as_', 'aten::resize_', 'aten::zero_'), 1388.9559999999183, 0.08749314175975229%, 75
