kList(4),            Time(us),                Time%,   Calls (Top 294, sorted by calls)
-------------------------------------------------------------
('aten::empty_strided', 'aten::copy_', 'aten::mean', 'aten::sum'), 109.8859999999695, 0.00692194092210987%, 3
('aten::copy_', 'aten::mean', 'aten::sum', 'aten::empty'), 112.58799999995972, 0.007092145355536133%, 3
('aten::to', 'aten::empty_strided', 'aten::copy_', 'aten::dropout'), 195.96600000005856, 0.012344293856751221%, 3
('aten::empty_strided', 'aten::copy_', 'aten::dropout', 'aten::empty_like'), 194.56700000011188, 0.01225616802316309%, 3
('aten::copy_', 'aten::dropout', 'aten::empty_like', 'aten::empty'), 197.4800000000978, 0.012439663772448841%, 3
('aten::dropout', 'aten::empty_like', 'aten::empty', 'aten::bernoulli_'), 262.17600000003586, 0.016514995387909553%, 3
('aten::empty_like', 'aten::empty', 'aten::bernoulli_', 'aten::empty'), 89.31499999995867, 0.005626132113810026%, 3
('aten::empty', 'aten::bernoulli_', 'aten::empty', 'aten::div_'), 117.1279999998078, 0.007378129118575428%, 3
('aten::bernoulli_', 'aten::empty', 'aten::div_', 'aten::to'), 129.06899999990128, 0.008130316809014465%, 3
('aten::empty', 'aten::div_', 'aten::to', 'aten::empty_strided'), 62.33199999999488, 0.0039264184842203445%, 3
('aten::to', 'aten::empty_strided', 'aten::copy_', 'aten::mul'), 49.60600000001432, 0.00312478205942865%, 3
('aten::empty_strided', 'aten::copy_', 'aten::mul', 'aten::empty'), 35.20100000004459, 0.0022173820359241924%, 3
('aten::copy_', 'aten::mul', 'aten::empty', 'aten::t'), 62.45200000013574, 0.003933977526424341%, 3
('aten::mul', 'aten::empty', 'aten::t', 'aten::transpose'), 66.44300000011572, 0.004185378671429252%, 3
('aten::t', 'aten::transpose', 'aten::as_strided', 'aten::addmm'), 1286.1000000001077, 0.08101403472625011%, 3
('aten::transpose', 'aten::as_strided', 'aten::addmm', 'aten::empty'), 1258.255999999994, 0.07926008496890097%, 3
('aten::as_strided', 'aten::addmm', 'aten::empty', 'aten::expand'), 1257.8699999999662, 0.07923577004983824%, 3
('aten::addmm', 'aten::empty', 'aten::expand', 'aten::as_strided'), 1257.1829999998881, 0.07919249453326624%, 3
('aten::empty', 'aten::expand', 'aten::as_strided', 'aten::copy_'), 25.12399999993795, 0.0015826114675819227%, 3
('aten::expand', 'aten::as_strided', 'aten::copy_', 'aten::empty'), 29.544999999954598, 0.0018610991804550044%, 3
('aten::as_strided', 'aten::copy_', 'aten::empty', 'aten::random_'), 47.02200000002631, 0.0029620106841610648%, 3
('aten::copy_', 'aten::empty', 'aten::random_', 'aten::log_softmax'), 220.362999999983, 0.013881110127033497%, 3
('aten::empty', 'aten::random_', 'aten::log_softmax', 'aten::_log_softmax'), 366.88499999993655, 0.023110826631313773%, 3
('aten::random_', 'aten::log_softmax', 'aten::_log_softmax', 'aten::empty'), 453.8949999999895, 0.028591762142965063%, 3
('aten::log_softmax', 'aten::_log_softmax', 'aten::empty', 'aten::nll_loss'), 498.0099999999802, 0.031370655029947%, 3
('aten::_log_softmax', 'aten::empty', 'aten::nll_loss', 'aten::nll_loss_forward'), 379.18400000011025, 0.02388556546430665%, 3
('aten::empty', 'aten::nll_loss', 'aten::nll_loss_forward', 'aten::empty'), 223.66000000016356, 0.01408879481135591%, 3
('aten::nll_loss', 'aten::nll_loss_forward', 'aten::empty', 'aten::empty'), 132.4320000000589, 0.00834215896654275%, 3
('aten::nll_loss_forward', 'aten::empty', 'aten::empty', 'aten::resize_'), 65.1660000000411, 0.0041049378640647715%, 3
('aten::empty', 'aten::empty', 'aten::resize_', 'aten::resize_'), 9.797999999980675, 0.0006171957952306714%, 3
('aten::empty', 'aten::resize_', 'aten::resize_', 'aten::ones_like'), 38.11699999991106, 0.0024010667612572984%, 3
('aten::resize_', 'aten::resize_', 'aten::ones_like', 'aten::empty_like'), 49.02599999992526, 0.0030882466888132727%, 3
('aten::resize_', 'aten::ones_like', 'aten::empty_like', 'aten::empty_strided'), 49.369000000020606, 0.003109852951093676%, 3
('aten::ones_like', 'aten::empty_like', 'aten::empty_strided', 'aten::fill_'), 51.985000000087894, 0.0032746400709516214%, 3
('aten::nll_loss_backward', 'aten::zeros_like', 'aten::empty_like', 'aten::empty'), 124.68199999991339, 0.007853970824765145%, 3
('aten::zeros_like', 'aten::empty_like', 'aten::empty', 'aten::zero_'), 55.20199999991746, 0.0034772853937885062%, 3
('aten::empty_like', 'aten::empty', 'aten::zero_', 'aten::resize_as_'), 33.94399999991583, 0.002138201068922156%, 3
('aten::empty', 'aten::zero_', 'aten::resize_as_', 'aten::resize_'), 21.743999999845983, 0.0013696984457467983%, 3
('aten::zero_', 'aten::resize_as_', 'aten::resize_', 'aten::zero_'), 15.980999999854248, 0.0010066754443264806%, 3
('aten::t', 'aten::transpose', 'aten::as_strided', 'aten::sum'), 135.05400000003283, 0.00850732403850457%, 3
('aten::transpose', 'aten::as_strided', 'aten::sum', 'aten::empty'), 106.17500000001746, 0.006688177542228676%, 3
('aten::as_strided', 'aten::sum', 'aten::empty', 'aten::fill_'), 93.45900000019174, 0.0058871710376296625%, 3
('aten::sum', 'aten::empty', 'aten::fill_', 'aten::view'), 100.83299999998417, 0.006351674180506968%, 3
('aten::thnn_conv2d_backward', 'aten::empty', 'aten::empty', 'aten::empty'), 3589.649999999936, 0.22611929846439172%, 3
('aten::resize_', 'aten::zero_', 'aten::fill_', 'aten::resize_'), 3584.123000000036, 0.22577114157929426%, 3
('aten::mkldnn_convolution_backward', 'aten::mkldnn_convolution_backward_weights', 'aten::empty', 'aten::empty'), 3042.262000000046, 0.1916382235551934%, 3
('aten::copy_', 'aten::addcdiv_', 'aten::addcdiv', 'aten::zeros'), 35.81800000008661, 0.0022562481112134362%, 2
('aten::addcdiv_', 'aten::addcdiv', 'aten::zeros', 'aten::empty'), 35.18900000010035, 0.0022166261317081923%, 2
('aten::addcdiv', 'aten::zeros', 'aten::empty', 'aten::zero_'), 24.56200000003446, 0.0015472099533075036%, 2
('aten::empty', 'aten::zero_', 'aten::zero_', 'aten::zero_'), 16.37999999994645, 0.0010318092596310765%, 2
('aten::fill_', 'aten::zero_', 'aten::zero_', 'aten::fill_'), 2562.2859999999346, 0.1614035665831287%, 2
('aten::zero_', 'aten::fill_', 'aten::zero_', 'aten::conv2d'), 2977.261999999988, 0.18754374236616414%, 2
('aten::fill_', 'aten::zero_', 'aten::conv2d', 'aten::convolution'), 3056.61599999998, 0.19254241098576266%, 2
('aten::zero_', 'aten::conv2d', 'aten::convolution', 'aten::_convolution'), 3128.1320000000123, 0.19704734816598557%, 2
('aten::add_', 'aten::zeros', 'aten::empty', 'aten::zero_'), 37.935000000172295, 0.0023896022139444826%, 2
('aten::empty', 'aten::mul_', 'aten::to', 'aten::empty_strided'), 69.14100000000326, 0.004355331136775876%, 2
('aten::new_empty_strided', 'aten::empty_strided', 'aten::copy_', 'aten::zeros'), 45.309000000037486, 0.0028541053568263714%, 1
('aten::empty_strided', 'aten::copy_', 'aten::zeros', 'aten::empty'), 29.295000000012806, 0.0018453511758854957%, 1
('aten::copy_', 'aten::zeros', 'aten::empty', 'aten::zero_'), 16.046000000002095, 0.0010107699255248194%, 1
('aten::empty', 'aten::zeros_like', 'aten::empty_like', 'aten::empty_strided'), 17.562999999994645, 0.0011063288172743783%, 1
('aten::empty_like', 'aten::empty_strided', 'aten::zero_', 'aten::mul_'), 24.038000000000466, 0.0015142021357199868%, 1
('aten::empty_strided', 'aten::zero_', 'aten::mul_', 'aten::to'), 29.40799999999581, 0.0018524692739515%, 1
('aten::zero_', 'aten::mul_', 'aten::to', 'aten::empty_strided'), 29.145000000018626, 0.0018359023731419567%, 1
Total time: 1587502.713999981us
