kList(4),            Time(us),                Time%,   Calls (Top 364, sorted by time)
-------------------------------------------------------------
('aten::expand', 'aten::as_strided', 'aten::clone', 'aten::empty_like'), 287.5140000000065, 0.010017774460913682%, 12
('aten::slice', 'aten::as_strided', 'aten::add', 'aten::embedding'), 266.30999999999983, 0.009278969082152037%, 1
('aten::add', 'aten::embedding', 'aten::reshape', 'aten::view'), 262.4939999999998, 0.00914600920074506%, 1
('aten::as_strided', 'aten::add', 'aten::embedding', 'aten::reshape'), 261.8879999999998, 0.009124894502597096%, 1
('aten::as_strided', 'aten::expand', 'aten::as_strided', 'aten::clone'), 256.0819999999867, 0.008922597576116315%, 12
('aten::as_strided', 'aten::clone', 'aten::empty_like', 'aten::empty'), 248.52099999999518, 0.008659151647574118%, 12
('aten::empty_strided', 'aten::copy_', 'aten::empty', 'aten::div'), 247.93199999979697, 0.00863862927593495%, 24
('aten::view', 'aten::transpose', 'aten::as_strided', 'aten::transpose'), 245.854000000003, 0.008566226070081619%, 12
('aten::index_select', 'aten::empty', 'aten::resize_', 'aten::select'), 243.4430000000001, 0.008482220233060495%, 2
('aten::reshape', 'aten::view', 'aten::index_select', 'aten::empty'), 240.4079999999999, 0.008376472528639583%, 2
('aten::view', 'aten::t', 'aten::transpose', 'aten::as_strided'), 239.16500000012456, 0.008333163007525249%, 12
('aten::view', 'aten::index_select', 'aten::empty', 'aten::resize_'), 238.47900000000004, 0.008309260890475527%, 2
('aten::copy_', 'aten::empty', 'aten::div', 'aten::empty'), 234.64699999964796, 0.008175743525276797%, 24
('aten::empty', 'aten::resize_', 'aten::_unsafe_view', 'aten::view'), 225.39499999997133, 0.007853378529801336%, 24
('aten::select', 'aten::as_strided', 'aten::select', 'aten::as_strided'), 211.0390000007253, 0.0073531762086854234%, 34
('aten::resize_', 'aten::_unsafe_view', 'aten::view', 'aten::transpose'), 203.3670000000675, 0.007085862736399838%, 12
('aten::empty', 'aten::resize_', 'aten::transpose', 'aten::as_strided'), 200.40499999991152, 0.006982658551717393%, 24
('aten::resize_', 'aten::transpose', 'aten::as_strided', 'aten::conj'), 193.52999999985332, 0.006743114740218257%, 24
('aten::_unsafe_view', 'aten::view', 'aten::transpose', 'aten::as_strided'), 192.85400000006302, 0.0067195610505423565%, 12
('aten::transpose', 'aten::as_strided', 'aten::transpose', 'aten::as_strided'), 191.51200000002882, 0.006672802098536929%, 12
('aten::empty_strided', 'aten::copy_', 'aten::resize_', 'aten::masked_fill_'), 190.7119999998249, 0.006644927909555616%, 24
('aten::select', 'aten::as_strided', 'aten::add_', 'aten::select'), 174.11500000068918, 0.006066643016579542%, 30
('aten::add_', 'aten::select', 'aten::as_strided', 'aten::select'), 172.09400000039022, 0.005996225846673029%, 30
('aten::expand', 'aten::as_strided', 'aten::expand', 'aten::as_strided'), 169.3029999999917, 0.005898979769875372%, 12
('aten::empty_strided', 'aten::result_type', 'aten::can_cast', 'aten::to'), 153.9069999993153, 0.00536254100304315%, 24
('aten::nll_loss2d_backward', 'aten::zeros_like', 'aten::empty_like', 'aten::empty_strided'), 144.34599999996135, 0.005029409602087643%, 1
('aten::as_strided', 'aten::select', 'aten::as_strided', 'aten::add_'), 138.35200000042096, 0.004820562241214395%, 32
('aten::gt', 'aten::empty', 'aten::gt', 'aten::resize_'), 132.96599999999998, 0.004632899263930864%, 1
('aten::as_strided', 'aten::add_', 'aten::select', 'aten::as_strided'), 132.94800000090618, 0.004632272094710519%, 30
('aten::unsqueeze', 'aten::as_strided', 'aten::repeat', 'aten::expand'), 119.203, 0.004153358685365814%, 1
('aten::resize_', 'aten::unsqueeze', 'aten::as_strided', 'aten::repeat'), 117.42000000000002, 0.004091234086689546%, 1
('aten::as_strided', 'aten::slice', 'aten::as_strided', 'aten::add'), 115.14699999999993, 0.0040120365472665715%, 1
('aten::as_strided', 'aten::repeat', 'aten::expand', 'aten::as_strided'), 99.827, 0.0034782458284104687%, 1
('aten::view', 'aten::masked_fill_', 'aten::view', 'aten::add'), 97.66499999999996, 0.003402915832707668%, 1
('aten::repeat', 'aten::expand', 'aten::as_strided', 'aten::empty'), 97.23000000000002, 0.003387759242452943%, 1
('aten::empty_strided', 'aten::copy_', 'aten::empty', 'aten::conj'), 86.18300000054296, 0.0030028515354742504%, 12
('aten::zero_', 'aten::add', 'aten::mul_', 'aten::to'), 83.54000000003725, 0.002910762183633087%, 1
('aten::_log_softmax', 'aten::empty', 'aten::nll_loss', 'aten::nll_loss_forward'), 82.78899999993155, 0.002884595288729865%, 1
('aten::log_softmax', 'aten::_log_softmax', 'aten::empty', 'aten::nll_loss'), 77.5449999999837, 0.002701879980005741%, 1
('aten::log_softmax', 'aten::_log_softmax', 'aten::empty', 'aten::t'), 73.99100000003818, 0.0025780488954897153%, 1
('aten::copy_', 'aten::log_softmax', 'aten::_log_softmax', 'aten::empty'), 72.44599999999627, 0.002524216868031814%, 1
('aten::as_strided', 'aten::copy_', 'aten::log_softmax', 'aten::_log_softmax'), 72.08699999999953, 0.002511708325729751%, 1
('aten::resize_', 'aten::reshape', 'aten::view', 'aten::masked_fill_'), 71.75999999999999, 0.002500314750986559%, 2
('aten::reshape', 'aten::view', 'aten::masked_fill_', 'aten::view'), 71.65999999999997, 0.002496830477364782%, 2
('aten::gt', 'aten::resize_', 'aten::unsqueeze', 'aten::as_strided'), 68.636, 0.0023914660430422725%, 1
('aten::empty_strided', 'aten::zero_', 'aten::add', 'aten::mul_'), 68.24300000001676, 0.0023777728477092767%, 1
('aten::empty', 'aten::nll_loss', 'aten::nll_loss_forward', 'aten::empty'), 67.44899999990594, 0.0023501077151485126%, 1
('aten::nll_loss', 'aten::nll_loss_forward', 'aten::empty', 'aten::empty'), 66.87499999988358, 0.0023301079845587385%, 1
('aten::empty', 'aten::gt', 'aten::resize_', 'aten::unsqueeze'), 66.37799999999999, 0.002312791144662567%, 1
('aten::as_strided', 'aten::select', 'aten::as_strided', 'aten::eq'), 63.35099999999977, 0.0022073221821313957%, 2
('aten::select', 'aten::as_strided', 'aten::eq', 'aten::empty'), 61.83199999999988, 0.0021543960658166198%, 2
('aten::empty_like', 'aten::empty_strided', 'aten::zero_', 'aten::resize_as_'), 57.5109999999986, 0.0020038406026196285%, 1
('aten::as_strided', 'aten::eq', 'aten::empty', 'aten::eq'), 55.468000000000075, 0.001932656892526793%, 2
('aten::eq', 'aten::empty', 'aten::eq', 'aten::resize_'), 54.388000000000034, 0.0018950267374116094%, 2
('aten::view', 'aten::view', 'aten::nll_loss2d', 'aten::nll_loss2d_forward'), 54.180999999982305, 0.0018878142910139148%, 1
('aten::select_backward', 'aten::zeros', 'aten::empty', 'aten::zero_'), 52.555999999982305, 0.0018311948446600526%, 1
('aten::view', 'aten::masked_fill_', 'aten::view', 'aten::slice'), 52.46300000000008, 0.00182795447019242%, 1
('aten::masked_fill_', 'aten::view', 'aten::slice', 'aten::as_strided'), 52.173, 0.0018178500766892665%, 1
('aten::_log_softmax_backward_data', 'aten::contiguous', 'aten::empty_like', 'aten::empty'), 50.9429999999702, 0.0017749935111403816%, 1
('aten::slice_backward', 'aten::zeros', 'aten::empty', 'aten::zero_'), 50.354999999923166, 0.001754505982242699%, 1
('aten::view', 'aten::nll_loss2d', 'aten::nll_loss2d_forward', 'aten::empty'), 49.58499999996275, 0.0017276770753564018%, 1
('aten::add_', 'aten::log_softmax', 'aten::_log_softmax', 'aten::empty'), 48.97000000003027, 0.0017062487925848312%, 1
('aten::view', 'aten::add_', 'aten::log_softmax', 'aten::_log_softmax'), 48.819000000017695, 0.0017009875394155113%, 1
('aten::expand', 'aten::as_strided', 'aten::copy_', 'aten::log_softmax'), 46.46199999994133, 0.0016188632101475865%, 1
('aten::copy_', 'aten::view', 'aten::view', 'aten::nll_loss2d'), 45.51800000004005, 0.0015859716671614596%, 1
('aten::nll_loss2d', 'aten::nll_loss2d_forward', 'aten::empty', 'aten::empty'), 45.39100000000326, 0.0015815466396605221%, 1
('aten::t', 'aten::transpose', 'aten::as_strided', 'aten::addmm'), 44.31099999998696, 0.001543916484544772%, 1
('aten::resize_', 'aten::select', 'aten::as_strided', 'aten::select'), 43.63099999999997, 0.0015202234239171475%, 2
('aten::_log_softmax', 'aten::empty', 'aten::t', 'aten::transpose'), 39.742000000027474, 0.0013847200227672316%, 1
('aten::_unsafe_view', 'aten::view', 'aten::add_', 'aten::log_softmax'), 37.64100000006147, 0.001311515433974899%, 1
('aten::as_strided', 'aten::addmm', 'aten::empty', 'aten::expand'), 36.22499999997672, 0.0012621781194875961%, 1
('aten::addmm', 'aten::empty', 'aten::expand', 'aten::as_strided'), 36.19499999994878, 0.00126113283740009%, 1
('aten::transpose', 'aten::as_strided', 'aten::addmm', 'aten::empty'), 35.9550000000163, 0.0012527705807101797%, 1
('aten::zeros', 'aten::empty', 'aten::zero_', 'aten::view'), 33.09100000013132, 0.0011529809841865184%, 2
('aten::empty_like', 'aten::empty_strided', 'aten::zero_', 'aten::add'), 32.652999999932945, 0.0011377198657162271%, 1
('aten::slice', 'aten::as_strided', 'aten::copy_', 'aten::add'), 32.44199999998091, 0.0011303680483759507%, 1
('aten::mul', 'aten::empty', 'aten::slice', 'aten::as_strided'), 31.1710000000312, 0.0010860829306449282%, 1
('aten::copy_', 'aten::mul', 'aten::empty', 'aten::slice'), 30.956000000063796, 0.001078591742359245%, 1
('aten::empty_strided', 'aten::zero_', 'aten::resize_as_', 'aten::resize_'), 30.77099999994971, 0.0010721458361549843%, 1
('aten::zeros', 'aten::empty', 'aten::zero_', 'aten::select'), 30.14499999996042, 0.0010503342832830387%, 1
('aten::nll_loss_backward', 'aten::zeros_like', 'aten::empty_like', 'aten::empty'), 28.461999999941327, 0.0009916939582278812%, 1
('aten::unfold', 'aten::as_strided', 'aten::unfold', 'aten::as_strided'), 27.126000000000033, 0.0009451440626429974%, 2
('aten::nll_loss_forward', 'aten::empty', 'aten::empty', 'aten::resize_'), 25.72899999987567, 0.0008964687601424515%, 1
('aten::resize_', 'aten::transpose', 'aten::as_strided', 'aten::contiguous'), 25.695999999996275, 0.0008953189498514675%, 1
('aten::eq', 'aten::resize_', 'aten::reshape', 'aten::view'), 24.490999999999985, 0.0008533334527091943%, 2
('aten::empty', 'aten::zeros_like', 'aten::empty_like', 'aten::empty_strided'), 24.215000000200234, 0.0008437168575200695%, 1
('aten::empty', 'aten::eq', 'aten::resize_', 'aten::reshape'), 23.629999999999995, 0.0008233338568257022%, 2
('aten::new_empty_strided', 'aten::empty_strided', 'aten::copy_', 'aten::zeros'), 23.59000000008382, 0.0008219401473799124%, 1
('aten::view', 'aten::slice', 'aten::as_strided', 'aten::slice'), 23.159999999999968, 0.0008069577708033533%, 1
('aten::zeros', 'aten::empty', 'aten::zero_', 'aten::slice'), 23.12899999995716, 0.0008058776459791111%, 1
('aten::ones_like', 'aten::empty_like', 'aten::empty_strided', 'aten::fill_'), 22.955999999889173, 0.0007998498526110696%, 1
('aten::slice', 'aten::as_strided', 'aten::select', 'aten::as_strided'), 22.912999999942258, 0.0007983516149555555%, 1
('aten::slice', 'aten::as_strided', 'aten::slice', 'aten::as_strided'), 22.861999999999966, 0.0007965746354104603%, 1
('aten::zero_', 'aten::view', 'aten::select', 'aten::as_strided'), 22.695999999996275, 0.0007907907411981833%, 2
('aten::zero_', 'aten::slice', 'aten::as_strided', 'aten::copy_'), 22.692999999970198, 0.0007906862129886214%, 1
('aten::empty', 'aten::slice', 'aten::as_strided', 'aten::select'), 22.652999999991152, 0.0007892925035406411%, 1
('aten::empty', 'aten::resize_', 'aten::select', 'aten::as_strided'), 22.160000000000082, 0.000772115034585596%, 2
('aten::empty', 'aten::ones_like', 'aten::empty_like', 'aten::empty_strided'), 22.07999999995809, 0.0007693276156867118%, 1
('aten::empty', 'aten::zero_', 'aten::view', 'aten::select'), 21.940000000060536, 0.0007644496326197948%, 2
('aten::as_strided', 'aten::select', 'aten::as_strided', 'aten::t'), 21.08199999993667, 0.0007345545649406396%, 1
('aten::zero_', 'aten::select', 'aten::as_strided', 'aten::copy_'), 20.98699999996461, 0.0007312445050009258%, 1
('aten::empty_strided', 'aten::copy_', 'aten::zeros', 'aten::empty'), 20.62300000002142, 0.0007185617490196401%, 1
('aten::select', 'aten::as_strided', 'aten::t', 'aten::transpose'), 20.47099999996135, 0.0007132656531124473%, 1
('aten::copy_', 'aten::zeros', 'aten::empty', 'aten::zero_'), 20.000000000116415, 0.0006968547243592846%, 1
('aten::expand_as', 'aten::expand', 'aten::as_strided', 'aten::copy_'), 19.991999999999905, 0.0006965759824654829%, 1
('aten::empty', 'aten::copy_', 'aten::view', 'aten::view'), 19.663999999989755, 0.0006851475649857036%, 1
('aten::alias', 'aten::unfold', 'aten::as_strided', 'aten::unfold'), 19.56800000000004, 0.0006818026623091568%, 1
('aten::expand', 'aten::as_strided', 'aten::copy_', 'aten::unsqueeze'), 19.445999999999913, 0.0006775518484905855%, 1
('aten::nll_loss2d_forward', 'aten::empty', 'aten::empty', 'aten::resize_'), 19.39100000000326, 0.0006756354979987252%, 1
('aten::view', 'aten::select', 'aten::as_strided', 'aten::select'), 18.59699999995064, 0.0006479703654399892%, 2
('aten::t', 'aten::transpose', 'aten::as_strided', 'aten::sum'), 18.317000000039116, 0.0006382143993020988%, 1
('aten::empty', 'aten::zero_', 'aten::select', 'aten::as_strided'), 17.917999999946915, 0.0006243121475479994%, 1
('aten::as_strided', 'aten::copy_', 'aten::unsqueeze', 'aten::as_strided'), 17.763999999999896, 0.0006189463661723101%, 1
('aten::empty', 'aten::alias', 'aten::unfold', 'aten::as_strided'), 17.714000000000055, 0.0006172042293614277%, 1
('aten::add', 'aten::zeros', 'aten::empty', 'aten::zero_'), 17.684000000008382, 0.000616158947275185%, 1
('aten::resize_', 'aten::resize_', 'aten::add', 'aten::zeros'), 17.252000000036787, 0.0006011068852301018%, 1
('aten::resize_', 'aten::add', 'aten::zeros', 'aten::empty'), 17.144000000029337, 0.0005973438697183239%, 1
('aten::as_strided', 'aten::sum', 'aten::empty', 'aten::fill_'), 16.68200000008801, 0.0005812465255877624%, 1
('aten::as_strided', 'aten::empty', 'aten::alias', 'aten::unfold'), 15.719000000000051, 0.0005476929706069936%, 1
('aten::transpose', 'aten::as_strided', 'aten::sum', 'aten::empty'), 14.880000000062864, 0.0005184599149224802%, 1
('aten::empty_like', 'aten::empty', 'aten::copy_', 'aten::empty'), 12.229999999981374, 0.00042612666394257315%, 1
('aten::empty', 'aten::zero_', 'aten::slice', 'aten::as_strided'), 12.147999999986496, 0.00042326955957289517%, 1
('aten::zeros_like', 'aten::empty_like', 'aten::empty', 'aten::zero_'), 11.878999999898952, 0.000413896863527267%, 1
('aten::unfold', 'aten::as_strided', 'aten::expand_as', 'aten::expand'), 11.373999999999967, 0.0003963012817408172%, 1
('aten::empty', 'aten::resize_', 'aten::resize_', 'aten::add'), 10.66900000005262, 0.00037173715270913%, 1
('aten::empty', 'aten::expand', 'aten::as_strided', 'aten::copy_'), 10.449999999953434, 0.0003641065934739843%, 1
('aten::as_strided', 'aten::unfold', 'aten::as_strided', 'aten::unfold'), 10.329000000000008, 0.00035989062239325794%, 1
('aten::as_strided', 'aten::unfold', 'aten::as_strided', 'aten::expand_as'), 10.29099999999994, 0.0003585665984169806%, 1
('aten::zero_', 'aten::resize_as_', 'aten::resize_', 'aten::zero_'), 10.08499999990454, 0.0003513889947527978%, 2
('aten::resize_', 'aten::resize_', 'aten::transpose', 'aten::as_strided'), 9.437999999965541, 0.0003288457444220316%, 1
('aten::as_strided', 'aten::expand_as', 'aten::expand', 'aten::as_strided'), 8.842999999999904, 0.00030811431637366084%, 1
('aten::empty', 'aten::resize_', 'aten::resize_', 'aten::transpose'), 8.665999999910127, 0.00030194715205998906%, 1
('aten::expand', 'aten::as_strided', 'aten::empty', 'aten::alias'), 8.593999999999994, 0.0002994384750554414%, 1
('aten::empty_like', 'aten::empty', 'aten::zero_', 'aten::resize_as_'), 7.274999999906868, 0.00025348090598096933%, 1
('aten::empty', 'aten::empty', 'aten::resize_', 'aten::resize_'), 4.884999999951106, 0.0001702067664220609%, 2
('aten::empty', 'aten::zero_', 'aten::resize_as_', 'aten::resize_'), 3.6289999998989515, 0.00012644428973073536%, 1
Total time: 2870038.6609999947us
