kList(4),            Time(us),                Time%,   Calls (Top 320, sorted by time)
-------------------------------------------------------------
('aten::as_strided', 'aten::eq', 'aten::empty', 'aten::eq'), 484.8030000003678, 0.0026495318779747507%, 2
('aten::empty_strided', 'aten::copy_', 'aten::__and__', 'aten::bitwise_and'), 468.6169999999995, 0.0025610726007470057%, 1
('aten::copy_', 'aten::__and__', 'aten::bitwise_and', 'aten::empty'), 466.347, 0.0025486666598534945%, 1
('aten::select', 'aten::as_strided', 'aten::eq', 'aten::empty'), 409.8540000002322, 0.0022399226867722663%, 2
('aten::as_strided', 'aten::select', 'aten::as_strided', 'aten::eq'), 408.35799999996743, 0.00223174678915994%, 2
('aten::resize_', 'aten::masked_select', 'aten::empty', 'aten::sum'), 404.8989999992773, 0.002212842758517109%, 1
('aten::masked_select', 'aten::empty', 'aten::sum', 'aten::empty'), 403.85099999886006, 0.0022071152580494533%, 1
('aten::bitwise_and', 'aten::empty', 'aten::bitwise_and', 'aten::resize_'), 393.5740000000005, 0.0021509496833584875%, 1
('aten::clone', 'aten::empty_strided', 'aten::copy_', 'aten::detach'), 384.4320000000371, 0.0021009870791082463%, 2
('aten::slice', 'aten::as_strided', 'aten::clone', 'aten::empty_strided'), 383.3810000002377, 0.0020952431831273675%, 2
('aten::as_strided', 'aten::slice', 'aten::as_strided', 'aten::clone'), 377.1420000003445, 0.002061145973773488%, 2
('aten::to', 'aten::empty_strided', 'aten::copy_', 'aten::__and__'), 351.5309999999995, 0.0019211774485628891%, 1
('aten::as_strided', 'aten::clone', 'aten::empty_strided', 'aten::copy_'), 347.10800000016025, 0.0018970049919241152%, 2
('aten::view', 'aten::slice', 'aten::as_strided', 'aten::slice'), 330.5779999999422, 0.0018066656954604649%, 2
('aten::nll_loss_forward', 'aten::empty', 'aten::empty', 'aten::resize_'), 313.73199999984354, 0.0017145994045823342%, 1
('aten::eq', 'aten::resize_', 'aten::masked_select', 'aten::empty'), 304.78000000026077, 0.0016656751830521322%, 1
('aten::empty', 'aten::eq', 'aten::resize_', 'aten::masked_select'), 304.7180000003427, 0.0016653363423761935%, 1
('aten::ne', 'aten::resize_', 'aten::as_strided_', 'aten::unsqueeze'), 297.74700000000007, 0.0016272386269696143%, 2
('aten::slice', 'aten::as_strided', 'aten::slice', 'aten::as_strided'), 296.24300000010953, 0.0016190190079817346%, 2
('aten::empty', 'aten::ne', 'aten::empty', 'aten::ne'), 278.2779999999998, 0.0015208371894119836%, 1
('aten::to', 'aten::empty_strided', 'aten::copy_', 'aten::fill_'), 275.9419999998063, 0.0015080705471522263%, 3
('aten::as_strided', 'aten::to', 'aten::empty_strided', 'aten::copy_'), 273.85900000017136, 0.0014966865934620678%, 3
('aten::empty', 'aten::eq', 'aten::resize_', 'aten::as_strided_'), 262.0640000003623, 0.0014322248873666382%, 2
('aten::copy_', 'aten::empty', 'aten::view', 'aten::select'), 261.5219999998808, 0.0014292627640317228%, 2
('aten::empty', 'aten::as_strided', 'aten::to', 'aten::empty_strided'), 253.90200000070035, 0.0013876181518738342%, 3
('aten::triu', 'aten::resize_as_', 'aten::resize_', 'aten::rsub'), 249.6600000000003, 0.0013644348913985172%, 1
('aten::resize_as_', 'aten::resize_', 'aten::rsub', 'aten::to'), 248.06700000000023, 0.001355728872084258%, 1
('aten::rsub', 'aten::to', 'aten::empty_strided', 'aten::copy_'), 240.0740000000003, 0.0013120457506913708%, 1
('aten::resize_', 'aten::select', 'aten::as_strided', 'aten::select'), 236.2039999998824, 0.0012908955342775554%, 2
('aten::resize_', 'aten::rsub', 'aten::to', 'aten::empty_strided'), 231.8670000000002, 0.0012671930824477283%, 1
('aten::empty', 'aten::ne', 'aten::resize_', 'aten::as_strided_'), 231.59199999999987, 0.0012656901600927855%, 2
('aten::empty', 'aten::copy_', 'aten::empty', 'aten::view'), 230.14000000059605, 0.0012577547300619547%, 2
('aten::triu', 'aten::empty', 'aten::triu', 'aten::resize_as_'), 228.5840000000003, 0.0012492509221158322%, 1
('aten::fill_', 'aten::triu', 'aten::empty', 'aten::triu'), 217.4720000000002, 0.0011885219286318122%, 1
('aten::ones', 'aten::empty', 'aten::fill_', 'aten::triu'), 216.31000000000017, 0.001182171398535661%, 1
('aten::empty', 'aten::bitwise_and', 'aten::resize_', 'aten::as_strided_'), 210.09100000000035, 0.0011481834926251942%, 1
('aten::empty', 'aten::resize_', 'aten::select', 'aten::as_strided'), 200.497999999905, 0.0010957560957121284%, 2
('aten::resize_', 'aten::as_strided_', 'aten::unsqueeze', 'aten::as_strided'), 191.14300000000026, 0.001044629409783653%, 2
('aten::copy_', 'aten::empty', 'aten::view', 'aten::view'), 183.6890000011772, 0.0010038920162128819%, 1
('aten::as_strided_', 'aten::unsqueeze', 'aten::as_strided', 'aten::ne'), 182.16100000000006, 0.0009955412330851761%, 1
('aten::is_floating_point', 'aten::item', 'aten::_local_scalar_dense', 'aten::sum'), 181.4809999987483, 0.0009918249159824807%, 1
('aten::item', 'aten::_local_scalar_dense', 'aten::sum', 'aten::empty'), 181.18599999975413, 0.000990212690189041%, 1
('aten::as_strided', 'aten::ne', 'aten::empty', 'aten::ne'), 179.15799999999967, 0.0009791293209692172%, 1
('aten::unsqueeze', 'aten::as_strided', 'aten::ne', 'aten::empty'), 178.7779999999998, 0.0009770525555332994%, 1
('aten::view', 'aten::select', 'aten::as_strided', 'aten::select'), 177.9780000001192, 0.0009726804177741233%, 2
('aten::view', 'aten::ne', 'aten::empty', 'aten::ne'), 175.86500000022352, 0.0009611325089165461%, 1
('aten::empty', 'aten::fill_', 'aten::triu', 'aten::empty'), 171.62900000000013, 0.0009379820394770328%, 1
('aten::empty', 'aten::sum', 'aten::empty', 'aten::as_strided'), 169.12999999895692, 0.0009243245741440667%, 1
('aten::fill_', 'aten::is_floating_point', 'aten::item', 'aten::_local_scalar_dense'), 165.3459999980405, 0.0009036443625350691%, 2
('aten::empty_strided', 'aten::copy_', 'aten::empty', 'aten::view'), 162.035000000149, 0.0008855491773931017%, 1
('aten::squeeze_', 'aten::as_strided_', 'aten::view', 'aten::ne'), 159.3420000001788, 0.0008708314686592416%, 1
('aten::_local_scalar_dense', 'aten::sum', 'aten::empty', 'aten::as_strided'), 157.05399999953806, 0.0008583271546626299%, 1
('aten::copy_', 'aten::fill_', 'aten::is_floating_point', 'aten::item'), 153.51299999840558, 0.0008389749798969992%, 2
('aten::empty', 'aten::view', 'aten::select', 'aten::as_strided'), 153.35500000044703, 0.00083811148270059%, 2
('aten::item', 'aten::_local_scalar_dense', 'aten::ones_like', 'aten::empty_like'), 150.25499999895692, 0.0008211694488731104%, 1
('aten::_local_scalar_dense', 'aten::resize_', 'aten::as_strided', 'aten::sum'), 148.93500000052154, 0.0008139554215779441%, 1
('aten::empty', 'aten::to', 'aten::empty_strided', 'aten::copy_'), 148.9209999999996, 0.0008138789091642945%, 1
('aten::resize_', 'aten::as_strided', 'aten::sum', 'aten::empty'), 148.58100000023842, 0.0008120207506176726%, 1
('aten::as_strided', 'aten::sum', 'aten::empty', 'aten::as_strided'), 147.83600000105798, 0.0008079491973333111%, 1
('aten::as_strided_', 'aten::view', 'aten::ne', 'aten::empty'), 146.81000000052154, 0.0008023419306533994%, 1
('aten::empty', 'aten::ne', 'aten::resize_', 'aten::eq'), 141.78199999965727, 0.0007748630448281531%, 1
('aten::ne', 'aten::resize_', 'aten::eq', 'aten::empty'), 141.04000000003725, 0.0007708078870579887%, 1
('aten::empty_strided', 'aten::copy_', 'aten::empty', 'aten::to'), 137.221, 0.0007499363944268033%, 1
('aten::copy_', 'aten::empty', 'aten::to', 'aten::empty_strided'), 136.16099999999983, 0.0007441433118950294%, 1
('aten::unsqueeze', 'aten::as_strided', 'aten::ones', 'aten::empty'), 134.88900000000035, 0.0007371916128569048%, 1
('aten::as_strided_', 'aten::unsqueeze', 'aten::as_strided', 'aten::ones'), 133.52700000000027, 0.000729748048320796%, 1
('aten::is_floating_point', 'aten::item', 'aten::_local_scalar_dense', 'aten::ones_like'), 132.08599999919534, 0.0007218727351765056%, 1
('aten::resize_', 'aten::eq', 'aten::empty', 'aten::eq'), 132.08200000040233, 0.0007218508744943029%, 1
('aten::_local_scalar_dense', 'aten::ones_like', 'aten::empty_like', 'aten::empty_strided'), 129.2979999994859, 0.000706635835085091%, 1
('aten::empty', 'aten::triu', 'aten::resize_as_', 'aten::resize_'), 124.96600000000035, 0.0006829607091184306%, 1
('aten::ones_like', 'aten::empty_like', 'aten::empty_strided', 'aten::fill_'), 119.94500000029802, 0.0006555200795049331%, 1
('aten::resize_', 'aten::squeeze_', 'aten::as_strided_', 'aten::squeeze_'), 111.66399999987334, 0.0006102629885161861%, 1
('aten::as_strided', 'aten::ones', 'aten::empty', 'aten::fill_'), 111.48100000000022, 0.0006092628620043187%, 1
('aten::squeeze_', 'aten::as_strided_', 'aten::squeeze_', 'aten::as_strided_'), 110.125, 0.000601852088501408%, 1
('aten::empty_strided', 'aten::copy_', 'aten::fill_', 'aten::is_floating_point'), 107.95399999897927, 0.0005899871996500946%, 2
('aten::empty', 'aten::empty', 'aten::resize_', 'aten::resize_'), 105.15799999982119, 0.0005747065781840948%, 1
('aten::resize_', 'aten::resize_', 'aten::squeeze_', 'aten::as_strided_'), 99.71300000045449, 0.0005449487155597223%, 1
('aten::as_strided_', 'aten::resize_', 'aten::resize_', 'aten::squeeze_'), 98.1820000000298, 0.0005365815369195294%, 1
('aten::as_strided_', 'aten::squeeze_', 'aten::as_strided_', 'aten::view'), 82.57000000029802, 0.0004512592685379398%, 1
('aten::empty', 'aten::unsqueeze_', 'aten::as_strided_', 'aten::unsqueeze_'), 82.25499999988824, 0.00044953773929276775%, 1
('aten::unsqueeze_', 'aten::as_strided_', 'aten::unsqueeze_', 'aten::as_strided_'), 82.11000000033528, 0.000448745289326242%, 1
('aten::empty_strided', 'aten::copy_', 'aten::fill_', 'aten::item'), 76.9050000011921, 0.00042029906803103974%, 1
('aten::copy_', 'aten::fill_', 'aten::item', 'aten::_local_scalar_dense'), 74.79100000113249, 0.0004087456940003668%, 1
('aten::empty', 'aten::empty', 'aten::unsqueeze_', 'aten::as_strided_'), 69.49200000055134, 0.00037978574651052597%, 1
('aten::fill_', 'aten::item', 'aten::_local_scalar_dense', 'aten::resize_'), 65.91300000157207, 0.00036022589521307114%, 1
('aten::as_strided_', 'aten::unsqueeze_', 'aten::as_strided_', 'aten::resize_'), 64.40099999960512, 0.0003519625548362453%, 1
('aten::unsqueeze_', 'aten::as_strided_', 'aten::resize_', 'aten::resize_'), 64.07199999969453, 0.0003501645131830044%, 1
('aten::item', 'aten::_local_scalar_dense', 'aten::resize_', 'aten::as_strided'), 63.88800000119954, 0.000349158921506469%, 1
Total time: 18297685.112999715us
