kList(2),            Time(us),                Time%,   Calls (Top 99, sorted by calls)
('aten::pixel_shuffle', 'aten::reshape'), 14704.706999999999, 2.212541644309092%, 3
('aten::view', 'aten::permute'), 67.74800000000687, 0.010193693170402349%, 3
('aten::as_strided', 'aten::reshape'), 14555.994999999992, 2.1901657144106927%, 3
('aten::empty', 'aten::zero_'), 1440.6829999999754, 0.21677216239317804%, 3
('aten::empty', 'aten::view'), 27.138999999999214, 0.004083465769491546%, 2
('aten::zeros', 'aten::empty'), 20.254999999990105, 0.0030476656900038047%, 2
('aten::view', 'aten::sigmoid'), 968.2739999999903, 0.1456912094951447%, 1
('aten::sigmoid', 'aten::empty'), 968.5169999999925, 0.14572777245553364%, 1
('aten::view', 'aten::rsub'), 411.3310000000056, 0.06189086032760229%, 1
('aten::rsub', 'aten::to'), 419.0720000000001, 0.06305560879002214%, 1
('aten::empty', 'aten::zeros'), 12.718000000008033, 0.001913612058529341%, 1
('aten::empty', 'aten::broadcast_tensors'), 3.0080000000161817, 0.0004525982915618484%, 1
('aten::broadcast_tensors', 'aten::mse_loss'), 2108.548999999999, 0.3172625249565524%, 1
('aten::mse_loss', 'aten::empty'), 2111.425000000003, 0.3176952618869136%, 1
('aten::empty', 'aten::mean'), 384.9930000000022, 0.057927916909020716%, 1
('aten::mean', 'aten::sum'), 721.351999999999, 0.10853812593516145%, 1
('aten::empty', 'aten::as_strided'), 2.764999999999418, 0.0004160353311707165%, 1
('aten::as_strided', 'aten::fill_'), 4.044999999998254, 0.0006086303488553982%, 1
('aten::fill_', 'aten::div_'), 28.753999999986263, 0.004326466514459162%, 1
('aten::div_', 'aten::to'), 37.41599999998289, 0.005629793110697897%, 1
('aten::copy_', 'aten::ones_like'), 13.398000000001048, 0.00201592816167337%, 1
('aten::ones_like', 'aten::empty_like'), 13.697000000014668, 0.002060917154087742%, 1
('aten::empty_strided', 'aten::fill_'), 2.414999999993597, 0.0003633726310216376%, 1
('aten::mse_loss_backward', 'aten::zeros_like'), 3683.6689999999944, 0.5542627314063734%, 1
('aten::fill_', 'aten::mse_loss_backward'), 2206.3929999999964, 0.3319846084802685%, 1
('aten::neg', 'aten::empty'), 1718.0360000000073, 0.2585040420337673%, 1
('aten::empty', 'aten::neg'), 1703.4760000000097, 0.2563132737076024%, 1
('aten::neg', 'aten::resize_'), 1708.6440000000002, 0.2570908760915036%, 1
('aten::resize_', 'aten::mul'), 584.455999999991, 0.08794008879376482%, 1
('aten::mul', 'aten::to'), 589.8389999999927, 0.08875004112204443%, 1
('aten::sigmoid_backward', 'aten::empty'), 618.1640000000043, 0.09301195821261148%, 1
('aten::copy_', 'aten::zeros'), 15.674999999988358, 0.0023585366423499133%, 1
('aten::empty', 'aten::zeros_like'), 19.243000000016764, 0.002895395254150726%, 1
('aten::zero_', 'aten::mul_'), 24.43000000002212, 0.0036758564703479007%, 1
Total time: 664607.0160000003us
