kList(3),            Time(us),                Time%,   Calls (Top 300, sorted by calls)
-------------------------------------------------------------
('aten::zero_', 'aten::fill_', 'aten::scatter_add_'), 286556.6320000002, 2.6717262875274934%, 1
('aten::empty_strided', 'aten::copy_', 'aten::detach'), 45.671999999322, 0.0004258253670504619%, 1
('aten::as_strided', 'aten::to', 'aten::stack'), 102.10900000017136, 0.0009520187949919876%, 1
('aten::to', 'aten::stack', 'aten::unsqueeze'), 104.43099999986589, 0.0009736680878229513%, 1
('aten::empty', 'aten::resize_', 'aten::norm'), 11.007000000216067, 0.0001026243609933005%, 1
('aten::resize_', 'aten::norm', 'aten::empty'), 11.129999999888241, 0.00010377115815585937%, 1
('aten::empty', 'aten::as_strided', 'aten::add'), 24.971000000834465, 0.0002328184717360806%, 1
('aten::as_strided', 'aten::add', 'aten::to'), 35.49700000137091, 0.00033095820316601863%, 1
('aten::empty_strided', 'aten::copy_', 'aten::reciprocal'), 15.880999999120831, 0.00014806736411487136%, 1
('aten::copy_', 'aten::reciprocal', 'aten::empty'), 15.350999999791384, 0.00014312588039936606%, 1
('aten::reciprocal', 'aten::empty', 'aten::mul'), 23.03000000026077, 0.00021472145304406994%, 1
('aten::empty', 'aten::mul', 'aten::to'), 18.98200000077486, 0.00017697970567966844%, 1
('aten::mul', 'aten::to', 'aten::empty_strided'), 19.005000000819564, 0.0001771941474265011%, 1
('aten::copy_', 'aten::empty', 'aten::lt'), 32.33699999935925, 0.00030149577190055957%, 1
('aten::empty', 'aten::lt', 'aten::empty'), 30.967999999411404, 0.000288731826212205%, 1
('aten::lt', 'aten::empty', 'aten::lt'), 45.43399999849498, 0.0004236063611450565%, 1
('aten::empty', 'aten::lt', 'aten::to'), 21.26799999922514, 0.00019829335054811947%, 1
('aten::lt', 'aten::to', 'aten::empty_strided'), 21.54499999899417, 0.00020087597505714856%, 1
('aten::copy_', 'aten::resize_', 'aten::is_nonzero'), 16.86100000049919, 0.00015720444723587735%, 1
('aten::resize_', 'aten::is_nonzero', 'aten::item'), 22.666000000201166, 0.00021132767931762811%, 1
('aten::is_nonzero', 'aten::item', 'aten::_local_scalar_dense'), 24.16399999987334, 0.00022529436349417976%, 1
('aten::item', 'aten::_local_scalar_dense', 'aten::detach'), 12.494999999180436, 0.00011649780962133291%, 1
('aten::to', 'aten::mul_', 'aten::zeros'), 11.897999999113381, 0.00011093164776808686%, 1
('aten::mul_', 'aten::zeros', 'aten::empty'), 13.229999999515712, 0.000123350621955575%, 1
('aten::empty', 'aten::zeros_like', 'aten::empty_like'), 636.2010000003502, 0.005931654500504505%, 1
('aten::empty_strided', 'aten::zero_', 'aten::mul_'), 424.2649999996647, 0.003955657719263518%, 1
('aten::zero_', 'aten::mul_', 'aten::to'), 432.0120000001043, 0.004027887293593%, 1
Total time: 10725523.544000067us
