kList(4),            Time(us),                Time%,   Calls (Top 359, sorted by calls)
-------------------------------------------------------------
('aten::permute', 'aten::as_strided', 'aten::permute', 'aten::as_strided'), 29.755000000000223, 0.0002774223549828053%, 2
('aten::permute', 'aten::as_strided', 'aten::view', 'aten::log_softmax'), 655.94, 0.006115692136697023%, 2
('aten::as_strided', 'aten::view', 'aten::log_softmax', 'aten::_log_softmax'), 1249.9410000000003, 0.011653892650296087%, 2
('aten::as_strided', 'aten::unsqueeze', 'aten::as_strided', 'aten::expand'), 28.554999999999836, 0.000266234089952408%, 2
('aten::unsqueeze', 'aten::as_strided', 'aten::expand', 'aten::as_strided'), 28.14199999999937, 0.0002623834620711099%, 2
('aten::as_strided', 'aten::expand', 'aten::as_strided', 'aten::unsqueeze'), 24.630999999999858, 0.0002296484633030209%, 2
('aten::view', 'aten::log_softmax', 'aten::_log_softmax', 'aten::empty'), 413.13699999999835, 0.0038519052082181112%, 2
('aten::log_softmax', 'aten::_log_softmax', 'aten::empty', 'aten::view'), 415.37799999999834, 0.003872799293162372%, 2
('aten::_log_softmax', 'aten::empty', 'aten::view', 'aten::expand'), 232.96599999999853, 0.0021720711258922305%, 2
('aten::empty', 'aten::view', 'aten::expand', 'aten::as_strided'), 39.91199999999844, 0.00037212169491087916%, 2
('aten::as_strided', 'aten::squeeze', 'aten::as_strided', 'aten::squeeze'), 37.11899999988418, 0.0003460810080515725%, 2
('aten::empty', 'aten::zero_', 'aten::fill_', 'aten::fill_'), 1108.71, 0.010337117768206477%, 2
('aten::zero_', 'aten::fill_', 'aten::fill_', 'aten::detach'), 1087.4649999999992, 0.010139038859397542%, 2
('aten::clone', 'aten::empty_strided', 'aten::copy_', 'aten::fill_'), 1306.4619999999995, 0.012180869256781815%, 2
('aten::add', 'aten::to', 'aten::empty_strided', 'aten::copy_'), 110.37700000071527, 0.0010291059410564712%, 2
('aten::neg', 'aten::empty', 'aten::neg', 'aten::resize_'), 39.72899999981746, 0.00037041548449205674%, 2
('aten::sum', 'aten::empty', 'aten::fill_', 'aten::add'), 649.5970000009984, 0.006056552832466509%, 2
('aten::view', 'aten::log_softmax', 'aten::_log_softmax', 'aten::contiguous'), 1536.9080000000004, 0.01432944502611024%, 1
('aten::log_softmax', 'aten::_log_softmax', 'aten::contiguous', 'aten::empty_like'), 1541.688, 0.014374011615147973%, 1
('aten::_log_softmax', 'aten::contiguous', 'aten::empty_like', 'aten::empty'), 941.125, 0.00877462993894104%, 1
('aten::empty_like', 'aten::empty', 'aten::copy_', 'aten::empty'), 328.8249999999998, 0.0030658177071826655%, 1
('aten::empty', 'aten::copy_', 'aten::empty', 'aten::empty'), 319.81399999999985, 0.0029818031603586013%, 1
('aten::copy_', 'aten::empty', 'aten::empty', 'aten::unsqueeze'), 324.15899999999965, 0.0030223140033228168%, 1
('aten::empty', 'aten::empty', 'aten::unsqueeze', 'aten::as_strided'), 14.078999999999724, 0.00013126631946909124%, 1
('aten::empty', 'aten::unsqueeze', 'aten::as_strided', 'aten::unsqueeze'), 19.58299999999963, 0.00018258316174182934%, 1
('aten::as_strided', 'aten::unsqueeze', 'aten::as_strided', 'aten::gather'), 187.29299999999967, 0.001746236435281266%, 1
('aten::unsqueeze', 'aten::as_strided', 'aten::gather', 'aten::empty'), 187.6260000000002, 0.0017493411788272054%, 1
('aten::as_strided', 'aten::gather', 'aten::empty', 'aten::resize_'), 191.3499999999999, 0.0017840620946381906%, 1
('aten::gather', 'aten::empty', 'aten::resize_', 'aten::squeeze'), 199.66200000000026, 0.0018615594770820542%, 1
('aten::empty', 'aten::resize_', 'aten::squeeze', 'aten::as_strided'), 18.419000000000324, 0.00017173054466235397%, 1
('aten::resize_', 'aten::squeeze', 'aten::as_strided', 'aten::einsum'), 841.81, 0.007848661154363083%, 1
('aten::squeeze', 'aten::as_strided', 'aten::einsum', 'aten::unsqueeze'), 841.3070000000002, 0.007843971406604512%, 1
('aten::as_strided', 'aten::einsum', 'aten::unsqueeze', 'aten::as_strided'), 832.9870000000001, 0.007766399435727115%, 1
('aten::einsum', 'aten::unsqueeze', 'aten::as_strided', 'aten::unsqueeze'), 839.435, 0.007826517713157096%, 1
('aten::permute', 'aten::as_strided', 'aten::view', 'aten::view'), 23.83299999999963, 0.00022220826705780694%, 1
('aten::as_strided', 'aten::view', 'aten::view', 'aten::log_softmax'), 191.74199999999973, 0.0017877169278814513%, 1
('aten::view', 'aten::view', 'aten::log_softmax', 'aten::_log_softmax'), 368.4919999999993, 0.003435655131316515%, 1
('aten::view', 'aten::expand', 'aten::as_strided', 'aten::t'), 27.85699999999997, 0.0002597262491263969%, 1
('aten::expand', 'aten::as_strided', 'aten::t', 'aten::transpose'), 27.181000000000495, 0.00025342352649261336%, 1
('aten::as_strided', 'aten::t', 'aten::transpose', 'aten::as_strided'), 18.57800000000043, 0.0001732129897788821%, 1
('aten::as_strided', 'aten::permute', 'aten::as_strided', 'aten::squeeze'), 17.04199999999946, 0.00015889201053996918%, 1
('aten::permute', 'aten::as_strided', 'aten::squeeze', 'aten::as_strided'), 17.10899999999947, 0.00015951668867083288%, 1
('aten::as_strided', 'aten::squeeze', 'aten::as_strided', 'aten::permute'), 15.463999999999942, 0.00014417944202500598%, 1
('aten::squeeze', 'aten::as_strided', 'aten::permute', 'aten::as_strided'), 15.42699999999968, 0.00014383447051989973%, 1
('aten::view', 'aten::expand', 'aten::as_strided', 'aten::unsqueeze'), 20.80699999999888, 0.00019399519207282393%, 1
('aten::as_strided', 'aten::unsqueeze', 'aten::as_strided', 'aten::zeros'), 226.28300000000036, 0.0021097618132271466%, 1
('aten::unsqueeze', 'aten::as_strided', 'aten::zeros', 'aten::empty'), 237.77800000000025, 0.0022169360686641252%, 1
('aten::as_strided', 'aten::zeros', 'aten::empty', 'aten::zero_'), 429.1280000000006, 0.00400099816330232%, 1
('aten::empty_strided', 'aten::copy_', 'aten::fill_', 'aten::zeros'), 619.7249999999995, 0.005778039621633929%, 1
('aten::copy_', 'aten::fill_', 'aten::zeros', 'aten::empty'), 625.241, 0.0058294683465569775%, 1
('aten::fill_', 'aten::zeros', 'aten::empty', 'aten::zero_'), 597.1260000000002, 0.005567336620449047%, 1
('aten::empty_strided', 'aten::copy_', 'aten::fill_', 'aten::add'), 448.1339999999991, 0.004178201634275358%, 1
('aten::copy_', 'aten::fill_', 'aten::add', 'aten::to'), 454.0719999999992, 0.004233564899067423%, 1
('aten::fill_', 'aten::add', 'aten::to', 'aten::empty_strided'), 212.3799999999992, 0.0019801364392958336%, 1
('aten::to', 'aten::empty_strided', 'aten::copy_', 'aten::view'), 26.435999999999694, 0.00024647747861956986%, 1
('aten::empty_strided', 'aten::copy_', 'aten::view', 'aten::slice'), 25.197000000000116, 0.00023492559497569228%, 1
('aten::copy_', 'aten::view', 'aten::slice', 'aten::as_strided'), 24.75999999999931, 0.0002308512017937831%, 1
('aten::view', 'aten::slice', 'aten::as_strided', 'aten::slice'), 28.377999999998792, 0.0002645838208604152%, 1
('aten::log_', 'aten::log', 'aten::add_', 'aten::add'), 493.8169999999809, 0.0046041295604280835%, 1
('aten::log', 'aten::add_', 'aten::add', 'aten::view'), 474.8609999999753, 0.004427392267164579%, 1
('aten::add_', 'aten::add', 'aten::view', 'aten::unsqueeze'), 458.35899999999674, 0.004273534975888482%, 1
('aten::as_strided', 'aten::slice', 'aten::as_strided', 'aten::unbind'), 66.93399999989197, 0.000624062776285968%, 1
('aten::slice', 'aten::as_strided', 'aten::unbind', 'aten::select'), 68.77199999941513, 0.0006411994688864085%, 1
('aten::as_strided', 'aten::unbind', 'aten::select', 'aten::as_strided'), 66.11599999945611, 0.0006164361089528526%, 1
('aten::as_strided', 'aten::select', 'aten::as_strided', 'aten::sub'), 11.31400000071153, 0.00010548669213486238%, 1
('aten::_local_scalar_dense', 'aten::select', 'aten::as_strided', 'aten::stack'), 114.50499999988824, 0.0010675935727533145%, 1
('aten::select', 'aten::as_strided', 'aten::stack', 'aten::unsqueeze'), 115.71499999985099, 0.001078875073325281%, 1
('aten::as_strided', 'aten::stack', 'aten::unsqueeze', 'aten::as_strided'), 111.8000000002794, 0.0010423733586676159%, 1
('aten::_cat', 'aten::empty', 'aten::resize_', 'aten::unsqueeze'), 20.225999999325722, 0.00018857820708099876%, 1
('aten::empty', 'aten::resize_', 'aten::unsqueeze', 'aten::as_strided'), 9.243999999482185, 8.618693494597141e-05%, 1
('aten::resize_', 'aten::unsqueeze', 'aten::as_strided', 'aten::unsqueeze'), 13.932999999728054, 0.0001299050805545271%, 1
('aten::log_', 'aten::log', 'aten::add_', 'aten::squeeze'), 13.456000000238419, 0.00012545774520970402%, 1
('aten::log', 'aten::add_', 'aten::squeeze', 'aten::as_strided'), 10.73300000000745, 0.00010006970714274892%, 1
('aten::add_', 'aten::squeeze', 'aten::as_strided', 'aten::squeeze'), 14.56900000013411, 0.00013583486102442162%, 1
('aten::as_strided', 'aten::squeeze', 'aten::as_strided', 'aten::mean'), 47.78099999995902, 0.0004454887428473181%, 1
('aten::squeeze', 'aten::as_strided', 'aten::mean', 'aten::sum'), 57.0050000003539, 0.0005314892067179592%, 1
('aten::as_strided', 'aten::mean', 'aten::sum', 'aten::empty'), 45.36100000003353, 0.00042292574170338555%, 1
('aten::mean', 'aten::sum', 'aten::empty', 'aten::as_strided'), 45.06900000013411, 0.0004202032638802609%, 1
('aten::sum', 'aten::empty', 'aten::as_strided', 'aten::fill_'), 12.601000000257045, 0.00011748610637572218%, 1
('aten::empty', 'aten::as_strided', 'aten::fill_', 'aten::div_'), 18.166999999899417, 0.00016938100900503047%, 1
('aten::as_strided', 'aten::fill_', 'aten::div_', 'aten::to'), 23.973000000230968, 0.00022351356464684312%, 1
('aten::fill_', 'aten::div_', 'aten::to', 'aten::empty_strided'), 24.359999999869615, 0.00022712178011577598%, 1
('aten::div_', 'aten::to', 'aten::empty_strided', 'aten::copy_'), 25.953999999910593, 0.00024198352549819767%, 1
('aten::to', 'aten::empty_strided', 'aten::copy_', 'aten::neg'), 22.901999999769032, 0.00021352803810290984%, 1
('aten::empty_strided', 'aten::copy_', 'aten::neg', 'aten::empty'), 16.429000000003725, 0.00015317667182031616%, 1
('aten::copy_', 'aten::neg', 'aten::empty', 'aten::neg'), 19.916999999899417, 0.00018569722884102127%, 1
('aten::empty', 'aten::neg', 'aten::resize_', 'aten::ones_like'), 13.746999999973923, 0.00012817089947710842%, 1
('aten::neg', 'aten::resize_', 'aten::ones_like', 'aten::empty_like'), 16.484999999403954, 0.00015369879084947585%, 1
('aten::resize_', 'aten::ones_like', 'aten::empty_like', 'aten::empty_strided'), 13.02199999988079, 0.00012141132268704392%, 1
('aten::ones_like', 'aten::empty_like', 'aten::empty_strided', 'aten::fill_'), 12.839999999850988, 0.00011971443582382302%, 1
('aten::expand', 'aten::as_strided', 'aten::to', 'aten::div'), 29.557000000495464, 0.0002755762912574077%, 1
('aten::as_strided', 'aten::to', 'aten::div', 'aten::to'), 30.121000000741333, 0.0002808347758239851%, 1
('aten::to', 'aten::div', 'aten::to', 'aten::empty_strided'), 29.96500000031665, 0.0002793803013660744%, 1
('aten::gather_backward', 'aten::zeros', 'aten::empty', 'aten::zero_'), 429606.5589999994, 4.005460034072876%, 1
('aten::empty', 'aten::zero_', 'aten::fill_', 'aten::scatter_add_'), 286573.52799999993, 2.6718838182991185%, 1
('aten::new_empty_strided', 'aten::empty_strided', 'aten::copy_', 'aten::detach'), 49.1399999987334, 0.0004581594529828118%, 1
('aten::empty', 'aten::as_strided', 'aten::to', 'aten::stack'), 102.9210000000894, 0.0009595895209951233%, 1
('aten::as_strided', 'aten::to', 'aten::stack', 'aten::unsqueeze'), 104.93300000019372, 0.0009783485120303892%, 1
('aten::to', 'aten::stack', 'aten::unsqueeze', 'aten::as_strided'), 104.95899999979883, 0.0009785909244356993%, 1
('aten::_cat', 'aten::empty', 'aten::resize_', 'aten::norm'), 24.872000000439584, 0.00023189543986739143%, 1
('aten::empty', 'aten::resize_', 'aten::norm', 'aten::empty'), 11.871000000275671, 0.00011067991181573968%, 1
('aten::resize_', 'aten::norm', 'aten::empty', 'aten::as_strided'), 11.691999999806285, 0.00010901099561099628%, 1
('aten::norm', 'aten::empty', 'aten::as_strided', 'aten::add'), 33.523000000976026, 0.00031255350718733936%, 1
('aten::empty', 'aten::as_strided', 'aten::add', 'aten::to'), 36.36100000143051, 0.0003390137539884578%, 1
('aten::as_strided', 'aten::add', 'aten::to', 'aten::empty_strided'), 36.755000000819564, 0.00034268723433440756%, 1
('aten::to', 'aten::empty_strided', 'aten::copy_', 'aten::reciprocal'), 27.270999999716878, 0.00025426264636724857%, 1
('aten::empty_strided', 'aten::copy_', 'aten::reciprocal', 'aten::empty'), 16.60899999924004, 0.00015485491156775496%, 1
('aten::copy_', 'aten::reciprocal', 'aten::empty', 'aten::mul'), 28.330000000074506, 0.00026413629025990535%, 1
('aten::reciprocal', 'aten::empty', 'aten::mul', 'aten::to'), 28.3050000006333, 0.00026390320141031547%, 1
('aten::empty', 'aten::mul', 'aten::to', 'aten::empty_strided'), 19.733000000938773, 0.00018398169487938472%, 1
('aten::mul', 'aten::to', 'aten::empty_strided', 'aten::copy_'), 20.84400000050664, 0.00019434016358266186%, 1
('aten::empty_strided', 'aten::copy_', 'aten::empty', 'aten::lt'), 33.08799999952316, 0.0003084977611002758%, 1
('aten::copy_', 'aten::empty', 'aten::lt', 'aten::empty'), 32.80699999909848, 0.0003058778423683658%, 1
('aten::empty', 'aten::lt', 'aten::empty', 'aten::lt'), 45.95299999881536, 0.0004284452857736888%, 1
('aten::lt', 'aten::empty', 'aten::lt', 'aten::to'), 51.24699999857694, 0.00047780418166388594%, 1
('aten::empty', 'aten::lt', 'aten::to', 'aten::empty_strided'), 22.0149999987334, 0.00020525804552495478%, 1
('aten::lt', 'aten::to', 'aten::empty_strided', 'aten::copy_'), 23.814999998547137, 0.00022204044306880865%, 1
('aten::empty_strided', 'aten::copy_', 'aten::resize_', 'aten::is_nonzero'), 17.60800000000745, 0.0001641691422127127%, 1
('aten::copy_', 'aten::resize_', 'aten::is_nonzero', 'aten::item'), 24.93599999975413, 0.00023249214732928822%, 1
('aten::resize_', 'aten::is_nonzero', 'aten::item', 'aten::_local_scalar_dense'), 25.126000000163913, 0.00023426362262958785%, 1
('aten::is_nonzero', 'aten::item', 'aten::_local_scalar_dense', 'aten::detach'), 26.123999999836087, 0.0002435685297101421%, 1
('aten::to', 'aten::mul_', 'aten::zeros', 'aten::empty'), 13.609999999403954, 0.00012689357254749102%, 1
('aten::mul_', 'aten::zeros', 'aten::empty', 'aten::zero_'), 14.147999999113381, 0.000131909644700075%, 1
('aten::empty', 'aten::zeros_like', 'aten::empty_like', 'aten::empty_strided'), 671.7939999997616, 0.006263507764854685%, 1
('aten::empty_like', 'aten::empty_strided', 'aten::zero_', 'aten::mul_'), 427.6569999996573, 0.003987283215082695%, 1
('aten::empty_strided', 'aten::zero_', 'aten::mul_', 'aten::to'), 433.2960000000894, 0.004039858737175383%, 1
('aten::zero_', 'aten::mul_', 'aten::to', 'aten::empty_strided'), 433.2740000002086, 0.00403965361898427%, 1
Total time: 10725523.544000067us
