kList(2),            Time(us),                Time%,   Calls (Top 210, sorted by time)
-------------------------------------------------------------
('aten::logsumexp', 'aten::empty'), 2089159.29, 19.478389856024236%, 132
('aten::as_strided', 'aten::logsumexp'), 2074799.066999997, 19.344501538674578%, 106
('aten::exp', 'aten::empty'), 1722050.3910000022, 16.055630141834236%, 213
('aten::empty', 'aten::exp'), 1717862.4590000003, 16.016583730879827%, 205
('aten::sub', 'aten::empty'), 1607286.5290000031, 14.985623055194639%, 225
('aten::sum', 'aten::empty'), 1241228.1559999944, 11.572657977095636%, 322
('aten::empty', 'aten::mul'), 1133750.2300000046, 10.570581709591533%, 107
('aten::mul', 'aten::empty'), 1133730.7399999965, 10.570399993520255%, 106
('aten::as_strided', 'aten::sub'), 1053561.6230000048, 9.822938886646467%, 151
('aten::fill_', 'aten::sum'), 963076.2300000046, 8.979293421427025%, 151
('aten::masked_fill_', 'aten::sub'), 710391.6619999957, 6.623375158198163%, 132
('aten::as_strided', 'aten::add'), 610698.0230000075, 5.693876112384614%, 309
('aten::empty_strided', 'aten::exp'), 600969.691999995, 5.603173491108335%, 58
('aten::exp', 'aten::empty_strided'), 596222.3729999991, 5.5589116051451875%, 50
('aten::add', 'aten::transpose'), 539877.6969999985, 5.033578965028798%, 106
('aten::empty', 'aten::amax'), 466990.0340000031, 4.354006889120491%, 264
('aten::zero_', 'aten::fill_'), 308484.02699999564, 2.876167543099225%, 79
('aten::gather_backward', 'aten::zeros'), 286652.86899999995, 2.672623558412266%, 1
('aten::amax', 'aten::empty'), 233886.49300000202, 2.180653392261115%, 132
('aten::amax', 'aten::resize_'), 233519.4579999986, 2.177231321548224%, 132
('aten::sum', 'aten::resize_'), 212888.5839999992, 1.9848782497810147%, 132
('aten::empty', 'aten::sum'), 191629.997000002, 1.7866726618413062%, 107
('aten::zeros', 'aten::empty'), 156176.95700001446, 1.4561243221304654%, 277
('aten::sub', 'aten::empty_strided'), 155356.52999999747, 1.4484750265352315%, 58
('aten::empty', 'aten::zero_'), 154248.4460000084, 1.4381437453120511%, 277
('aten::fill_', 'aten::scatter_add_'), 143619.83800000045, 1.3390473426385083%, 1
('aten::empty_strided', 'aten::mul'), 53348.60700000031, 0.4973986284319323%, 25
('aten::mul', 'aten::empty_strided'), 53338.03700000141, 0.4973000784641332%, 25
('aten::empty', 'aten::fill_'), 42704.776999996044, 0.39816030261651325%, 321
('aten::slice_backward', 'aten::zeros'), 27663.452000010293, 0.257921693859741%, 182
('aten::empty_strided', 'aten::sum'), 21952.695000000094, 0.20467714149283261%, 25
('aten::add', 'aten::view'), 16698.03800000094, 0.15568506219299608%, 53
('aten::resize_', 'aten::logsumexp'), 14534.281000000017, 0.1355111565451795%, 26
('aten::slice', 'aten::as_strided'), 10432.86100001001, 0.09727134491114167%, 1547
('aten::as_strided', 'aten::copy_'), 9811.793999993395, 0.09148079307962717%, 385
('aten::copy_', 'aten::add'), 8651.944999997038, 0.08066687807363024%, 73
('aten::fill_', 'aten::log_'), 8637.3030000021, 0.08053036259319825%, 132
('aten::select_backward', 'aten::zeros'), 8487.790000000037, 0.0791363700352713%, 90
('aten::log_', 'aten::log'), 7665.980000002804, 0.07147417996477391%, 132
('aten::as_strided', 'aten::abs'), 7080.952000000194, 0.06601963970291527%, 132
('aten::abs', 'aten::empty'), 7000.01700000211, 0.06526503784440404%, 132
('aten::resize_', 'aten::eq'), 6859.942000004641, 0.06395904099098398%, 132
('aten::fill_', 'aten::squeeze'), 6742.88199999588, 0.06286762573718739%, 132
('aten::resize_', 'aten::fill_'), 6568.528999997239, 0.06124203609316321%, 132
('aten::abs', 'aten::resize_'), 6503.530000002567, 0.060636014394287424%, 132
('aten::eq', 'aten::empty'), 6456.48500000073, 0.060197387787307904%, 132
('aten::log', 'aten::add_'), 6274.705000002417, 0.058502552106302834%, 132
('aten::empty', 'aten::abs'), 6137.079999999845, 0.05721939796060558%, 132
('aten::eq', 'aten::item'), 5853.672000000477, 0.05457702811416663%, 132
('aten::fill_', 'aten::slice'), 5614.487999999896, 0.05234698312830314%, 8
('aten::empty', 'aten::eq'), 5572.955000000851, 0.051959747952055935%, 132
('aten::bmm', 'aten::empty'), 5425.265000000938, 0.05058275223344103%, 9
('aten::as_strided', 'aten::slice'), 5127.929999999009, 0.0478105332477463%, 1060
('aten::resize_', 'aten::masked_fill_'), 4917.428999995025, 0.04584791576674007%, 132
('aten::zero_', 'aten::slice'), 4840.715000007767, 0.04513266863057419%, 174
('aten::as_strided', 'aten::fill_'), 4798.333999999064, 0.04473752708028211%, 133
('aten::fill_', 'aten::zeros_like'), 4632.673000001349, 0.04319297776930338%, 24
('aten::add_', 'aten::slice'), 4583.60700000402, 0.04273550825934387%, 77
('aten::unsqueeze', 'aten::as_strided'), 4535.646999995993, 0.042288350600220966%, 725
('aten::empty_strided', 'aten::copy_'), 4331.970000001248, 0.04038935705310705%, 270
('aten::squeeze', 'aten::as_strided'), 4308.040999996664, 0.04016625372480406%, 463
('aten::addcdiv_', 'aten::addcdiv'), 4083.1320000011474, 0.03806930247507853%, 25
('aten::contiguous', 'aten::empty_like'), 4021.6430000000005, 0.03749600645135627%, 5
('aten::transpose', 'aten::as_strided'), 3937.87499999726, 0.0367149909637757%, 326
('aten::empty', 'aten::copy_'), 3909.8239999999996, 0.036453455945161604%, 5
('aten::cat', 'aten::_cat'), 3854.3270000014163, 0.03593602665818168%, 28
('aten::as_strided', 'aten::add_'), 3819.4380000019446, 0.0356107371759821%, 51
('aten::norm', 'aten::empty'), 3799.064000003971, 0.035420779082893296%, 27
('aten::zeros_like', 'aten::empty_like'), 3723.3800000036135, 0.03471513520742303%, 52
('aten::conj', 'aten::bmm'), 3665.629000001587, 0.03417669062926225%, 6
('aten::as_strided', 'aten::contiguous'), 3632.871000000001, 0.033871269641026096%, 4
('aten::copy_', 'aten::view'), 3600.469, 0.033569167838097075%, 5
('aten::addcmul', 'aten::sqrt'), 3328.197000000626, 0.03103062509114012%, 26
('aten::empty_strided', 'aten::zero_'), 3183.537000001408, 0.029681879741733454%, 52
('aten::stack', 'aten::unsqueeze'), 3160.7890000005136, 0.02946978753096562%, 28
('aten::add_', 'aten::stack'), 3020.3530000005267, 0.028160424874458773%, 26
('aten::as_strided', 'aten::unsqueeze'), 2841.275999994531, 0.026490790760363033%, 476
('aten::addcdiv', 'aten::mul_'), 2820.735999996774, 0.02629928495728037%, 25
('aten::mul_', 'aten::to'), 2768.195999994874, 0.025809425420015252%, 52
('aten::addcmul_', 'aten::addcmul'), 2745.787000003271, 0.02560049389420513%, 26
('aten::fill_', 'aten::select'), 2594.5189999984577, 0.024190138498645597%, 44
('aten::add_', 'aten::mul_'), 2566.7079999987036, 0.023930841133014323%, 26
('aten::select', 'aten::as_strided'), 2503.6379999909113, 0.023342804570052566%, 407
