kList(4),            Time(us),                Time%,   Calls (Top 145, sorted by time)
-------------------------------------------------------------
('aten::resize_as_', 'aten::resize_', 'aten::zero_', 'aten::fill_'), 28289.83400000364, 0.2645792763965391%, 9
('aten::resize_', 'aten::resize_', 'aten::adaptive_avg_pool2d', 'aten::_adaptive_avg_pool2d'), 12113.168999999529, 0.11328781529394809%, 3
('aten::adaptive_avg_pool2d', 'aten::_adaptive_avg_pool2d', 'aten::empty', 'aten::resize_'), 12107.544000000285, 0.11323520775904596%, 3
('aten::resize_', 'aten::adaptive_avg_pool2d', 'aten::_adaptive_avg_pool2d', 'aten::empty'), 12098.186999999976, 0.11314769687830611%, 3
('aten::_adaptive_avg_pool2d_backward', 'aten::empty', 'aten::resize_', 'aten::zero_'), 10801.844999999972, 0.101023722297105%, 3
('aten::dropout', 'aten::empty_like', 'aten::empty', 'aten::bernoulli_'), 7263.957999999693, 0.06793580872247335%, 6
('aten::_adaptive_avg_pool2d', 'aten::empty', 'aten::resize_', 'aten::flatten'), 6108.568000000145, 0.057130080765369094%, 3
('aten::empty', 'aten::resize_', 'aten::resize_', 'aten::adaptive_avg_pool2d'), 6080.443999999727, 0.05686705244326985%, 3
('aten::bernoulli_', 'aten::empty', 'aten::div_', 'aten::to'), 3389.5860000007087, 0.03170093579071237%, 6
('aten::empty', 'aten::bernoulli_', 'aten::empty', 'aten::div_'), 3310.2410000001546, 0.030958865593841384%, 6
('aten::flatten', 'aten::view', 'aten::dropout', 'aten::empty_like'), 3005.3299999984447, 0.028107200513523587%, 3
('aten::resize_', 'aten::flatten', 'aten::view', 'aten::dropout'), 2995.6589999987627, 0.028016752963285353%, 3
('aten::view', 'aten::dropout', 'aten::empty_like', 'aten::empty'), 2965.568999999203, 0.02773533772321521%, 3
('aten::empty_like', 'aten::empty', 'aten::bernoulli_', 'aten::empty'), 2775.6329999996233, 0.025958970656461286%, 6
('aten::copy_', 'aten::relu_', 'aten::threshold_', 'aten::dropout'), 2144.2790000008536, 0.02005426352846211%, 3
('aten::relu_', 'aten::threshold_', 'aten::dropout', 'aten::empty_like'), 1861.5640000006533, 0.017410185442797453%, 3
('aten::threshold_', 'aten::dropout', 'aten::empty_like', 'aten::empty'), 1742.3499999996275, 0.016295242390936337%, 3
('aten::mul', 'aten::empty', 'aten::t', 'aten::transpose'), 1239.5930000020307, 0.011593232359253513%, 6
('aten::as_strided', 'aten::copy_', 'aten::relu_', 'aten::threshold_'), 1238.736000000732, 0.011585217309033866%, 6
('aten::copy_', 'aten::mul', 'aten::empty', 'aten::t'), 1238.2920000010054, 0.011581064820947591%, 6
('aten::to', 'aten::empty_strided', 'aten::copy_', 'aten::mul'), 1236.8529999985476, 0.0115676066444385%, 6
('aten::empty_strided', 'aten::copy_', 'aten::mul', 'aten::empty'), 1148.1499999987427, 0.01073801621438693%, 6
('aten::expand', 'aten::as_strided', 'aten::copy_', 'aten::relu_'), 1080.597000001173, 0.010106230115614838%, 6
('aten::empty', 'aten::expand', 'aten::as_strided', 'aten::copy_'), 968.3349999999627, 0.009056305300674436%, 9
('aten::empty', 'aten::t', 'aten::transpose', 'aten::as_strided'), 941.5310000003083, 0.008805622213441033%, 24
('aten::t', 'aten::transpose', 'aten::as_strided', 'aten::sum'), 930.1949999991921, 0.008699602832856257%, 9
('aten::to', 'aten::empty_strided', 'aten::copy_', 'aten::empty'), 906.5049999987241, 0.008478043276940976%, 48
('aten::sum', 'aten::empty', 'aten::fill_', 'aten::view'), 813.8360000015819, 0.00761136102763433%, 9
('aten::transpose', 'aten::as_strided', 'aten::sum', 'aten::empty'), 806.1149999995832, 0.007539150756142946%, 9
('aten::as_strided', 'aten::sum', 'aten::empty', 'aten::fill_'), 797.8900000001886, 0.007462226849548051%, 9
('aten::copy_', 'aten::relu_', 'aten::threshold_', 'aten::t'), 756.528000000224, 0.007075390785741423%, 3
('aten::div_', 'aten::to', 'aten::empty_strided', 'aten::copy_'), 749.192999998515, 0.00700679056020385%, 6
('aten::empty', 'aten::div_', 'aten::to', 'aten::empty_strided'), 726.1719999997877, 0.006791487793790048%, 6
('aten::empty', 'aten::resize_', 'aten::zero_', 'aten::fill_'), 717.3470000011148, 0.00670895241681159%, 3
('aten::zero_', 'aten::zero_', 'aten::zero_', 'aten::fill_'), 695.6749999998137, 0.006506266106301274%, 2
('aten::log_softmax', 'aten::_log_softmax', 'aten::empty', 'aten::nll_loss'), 520.6750000002794, 0.004869587242463997%, 3
('aten::t', 'aten::transpose', 'aten::as_strided', 'aten::conj'), 488.4049999997951, 0.00456778365996707%, 18
('aten::random_', 'aten::log_softmax', 'aten::_log_softmax', 'aten::empty'), 479.1600000009639, 0.0044813202537139106%, 3
('aten::empty', 'aten::random_', 'aten::log_softmax', 'aten::_log_softmax'), 476.83800000027986, 0.004459603863296997%, 3
('aten::nll_loss_backward', 'aten::zeros_like', 'aten::empty_like', 'aten::empty'), 416.36799999763025, 0.003894061172435053%, 3
('aten::copy_', 'aten::empty', 'aten::random_', 'aten::log_softmax'), 391.2510000008042, 0.003659155669475536%, 3
('aten::empty', 'aten::zero_', 'aten::zero_', 'aten::zero_'), 374.0540000000037, 0.0034983215756309955%, 2
('aten::_log_softmax', 'aten::empty', 'aten::nll_loss', 'aten::nll_loss_forward'), 357.17300000041723, 0.0033404428562033733%, 3
('aten::relu_', 'aten::threshold_', 'aten::t', 'aten::transpose'), 309.95200000033947, 0.00289881078403427%, 3
('aten::threshold_', 'aten::t', 'aten::transpose', 'aten::as_strided'), 199.7960000007297, 0.0018685822301788408%, 3
('aten::empty', 'aten::as_strided_', 'aten::empty', 'aten::as_strided_'), 178.30500000261236, 0.0016675887132660452%, 15
('aten::empty_like', 'aten::empty', 'aten::zero_', 'aten::resize_as_'), 171.2549999987241, 0.0016016539361434887%, 3
('aten::as_strided', 'aten::copy_', 'aten::empty', 'aten::random_'), 168.23500000010245, 0.0015734095351917984%, 3
('aten::zero_', 'aten::resize_as_', 'aten::resize_', 'aten::zero_'), 160.2930000006454, 0.0014991323721304179%, 3
('aten::empty', 'aten::zero_', 'aten::resize_as_', 'aten::resize_'), 155.5989999997546, 0.001455231968768529%, 3
('aten::empty', 'aten::nll_loss', 'aten::nll_loss_forward', 'aten::empty'), 151.5200000020559, 0.0014170833225865657%, 3
('aten::empty', 'aten::mul_', 'aten::to', 'aten::empty_strided'), 149.6779999989085, 0.0013998561084588655%, 2
('aten::nll_loss', 'aten::nll_loss_forward', 'aten::empty', 'aten::empty'), 143.474000001268, 0.001341833504645084%, 3
('aten::expand', 'aten::as_strided', 'aten::copy_', 'aten::empty'), 142.71599999896716, 0.0013347443470304685%, 3
('aten::empty', 'aten::empty', 'aten::resize_', 'aten::resize_'), 122.66200000148092, 0.0011471903017083779%, 12
('aten::empty', 'aten::resize_', 'aten::flatten', 'aten::view'), 106.70199999934994, 0.0009979251893060912%, 3
('aten::nll_loss_forward', 'aten::empty', 'aten::empty', 'aten::resize_'), 71.55600000201957, 0.0006692239587677558%, 3
('aten::ones_like', 'aten::empty_like', 'aten::empty_strided', 'aten::fill_'), 63.99999999941792, 0.0005985568416280675%, 3
('aten::empty_strided', 'aten::zero_', 'aten::mul_', 'aten::to'), 63.114999999757856, 0.0005902799228055334%, 1
('aten::zero_', 'aten::mul_', 'aten::to', 'aten::empty_strided'), 62.493999999715015, 0.0005844720509511575%, 1
('aten::resize_', 'aten::resize_', 'aten::ones_like', 'aten::empty_like'), 60.15300000063144, 0.0005625779639868525%, 3
('aten::resize_', 'aten::ones_like', 'aten::empty_like', 'aten::empty_strided'), 58.943000000319444, 0.000551261498696801%, 3
('aten::empty_like', 'aten::empty_strided', 'aten::zero_', 'aten::mul_'), 51.91499999980442, 0.0004855324755201043%, 1
('aten::empty', 'aten::resize_', 'aten::resize_', 'aten::ones_like'), 46.503000001306646, 0.00043491701261352%, 3
('aten::empty', 'aten::zeros_like', 'aten::empty_like', 'aten::empty_strided'), 40.1840000001248, 0.0003758188769418081%, 1
('aten::copy_', 'aten::addcdiv_', 'aten::addcdiv', 'aten::zeros'), 37.62800000002608, 0.00035191401307814647%, 2
('aten::addcdiv_', 'aten::addcdiv', 'aten::zeros', 'aten::empty'), 36.74099999945611, 0.00034361838934580144%, 2
('aten::add_', 'aten::zeros', 'aten::empty', 'aten::zero_'), 35.562999999150634, 0.00033260120247662766%, 2
('aten::addcdiv', 'aten::zeros', 'aten::empty', 'aten::zero_'), 24.679999999236315, 0.0002308184820477805%, 2
('aten::new_empty_strided', 'aten::empty_strided', 'aten::copy_', 'aten::zeros'), 21.007000000216067, 0.00019646693081757036%, 1
('aten::copy_', 'aten::zeros', 'aten::empty', 'aten::zero_'), 20.32300000009127, 0.00019006985457144503%, 1
('aten::empty_strided', 'aten::copy_', 'aten::zeros', 'aten::empty'), 18.433000000193715, 0.00017239372284291352%, 1
Total time: 10692384.673999997us
