kList(3),            Time(us),                Time%,   Calls (Top 367, sorted by calls)
-------------------------------------------------------------
('aten::rsub', 'aten::empty', 'aten::gather'), 4643.263999999999, 0.10497927400775856%, 1
('aten::empty', 'aten::gather', 'aten::empty'), 2241.035999999999, 0.050667446930704595%, 1
('aten::empty', 'aten::resize_', 'aten::gather'), 2945.0120000000006, 0.0665835975951695%, 1
('aten::resize_', 'aten::gather', 'aten::empty'), 2945.1850000000013, 0.06658750894167131%, 1
('aten::empty', 'aten::resize_', 'aten::randint'), 20.45799999999872, 0.0004625336805425215%, 1
('aten::resize_', 'aten::randint', 'aten::empty'), 21.252000000002226, 0.0004804851783601188%, 1
('aten::expand', 'aten::as_strided', 'aten::arange'), 132.0119999999988, 0.002984651297085864%, 1
('aten::as_strided', 'aten::arange', 'aten::empty'), 123.02699999999822, 0.002781509977324642%, 1
('aten::arange', 'aten::resize_', 'aten::add'), 5132.645999999997, 0.11604368194847971%, 1
('aten::resize_', 'aten::add', 'aten::gather'), 9022.632999999998, 0.2039921619745172%, 1
('aten::add', 'aten::gather', 'aten::empty'), 9021.810000000001, 0.20397355481745955%, 1
('aten::resize_', 'aten::view', 'aten::rand'), 38.80500000000029, 0.0008773398901873988%, 1
('aten::view', 'aten::rand', 'aten::empty'), 35.184000000001106, 0.0007954729209213807%, 1
('aten::rand', 'aten::empty', 'aten::uniform_'), 29.077000000001135, 0.0006574001285138461%, 1
('aten::empty', 'aten::uniform_', 'aten::argsort'), 92.22999999999956, 0.0020852224731860015%, 1
('aten::uniform_', 'aten::argsort', 'aten::sort'), 155.3729999999996, 0.0035128187284650257%, 1
('aten::argsort', 'aten::sort', 'aten::empty'), 148.72500000000218, 0.0033625144998871747%, 1
('aten::sort', 'aten::empty', 'aten::empty'), 66.00300000000425, 0.0014922578217250915%, 1
('aten::empty', 'aten::resize_', 'aten::copy_'), 7.163000000000466, 0.00016194783232605846%, 1
('aten::resize_', 'aten::copy_', 'aten::resize_'), 7.65599999999904, 0.00017309403940919552%, 1
('aten::copy_', 'aten::resize_', 'aten::arange'), 20.113000000001193, 0.0004547335964782906%, 1
('aten::resize_', 'aten::arange', 'aten::empty'), 15.109000000000378, 0.000341598464137138%, 1
('aten::arange', 'aten::resize_', 'aten::as_strided'), 10.584000000002561, 0.00023929301372878768%, 1
('aten::resize_', 'aten::as_strided', 'aten::copy_'), 6.2260000000023865, 0.0001407632561862852%, 1
('aten::as_strided', 'aten::copy_', 'aten::expand'), 11.600999999998749, 0.00026228630501386%, 1
('aten::copy_', 'aten::expand', 'aten::as_strided'), 11.77299999999741, 0.0002661750425763148%, 1
('aten::expand', 'aten::as_strided', 'aten::gather'), 3401.529999999999, 0.07690498535418423%, 1
('aten::as_strided', 'aten::gather', 'aten::empty'), 3395.8330000000024, 0.07677618222689665%, 1
('aten::resize_', 'aten::view', 'aten::sum'), 1294.8049999999967, 0.029274167672054718%, 1
('aten::view', 'aten::sum', 'aten::empty'), 1294.0959999999977, 0.02925813793407915%, 1
('aten::sum', 'aten::empty', 'aten::as_strided'), 1283.9069999999956, 0.029027775451380498%, 1
('aten::empty', 'aten::as_strided', 'aten::fill_'), 320.9959999999992, 0.007257379084926979%, 1
('aten::as_strided', 'aten::fill_', 'aten::conv1d'), 4399.709999999992, 0.09947277640140095%, 1
('aten::fill_', 'aten::conv1d', 'aten::convolution'), 8469.553999999993, 0.1914876324261353%, 1
('aten::permute', 'aten::as_strided', 'aten::zeros'), 45.42599999997765, 0.0010270336774032434%, 1
('aten::as_strided', 'aten::zeros', 'aten::empty'), 36.25499999997555, 0.0008196870949290671%, 1
('aten::empty', 'aten::zero_', 'aten::lstm'), 189351.484, 4.281036211296991%, 1
('aten::zero_', 'aten::lstm', 'aten::cudnn_is_acceptable'), 189342.432, 4.280831555178296%, 1
('aten::lstm', 'aten::cudnn_is_acceptable', 'aten::unbind'), 189352.511, 4.2810594306776695%, 1
('aten::cudnn_is_acceptable', 'aten::unbind', 'aten::select'), 23.972999999998137, 0.0005420041022409668%, 1
('aten::select', 'aten::as_strided', 'aten::unbind'), 15.290999999997439, 0.00034571329109272435%, 1
('aten::as_strided', 'aten::unbind', 'aten::select'), 15.270000000018626, 0.0003452385033675511%, 1
('aten::empty', 'aten::resize_', 'aten::t'), 23.849999999976717, 0.0005392232027045194%, 1
('aten::resize_', 'aten::t', 'aten::transpose'), 26.834999999962747, 0.0006067108865647722%, 1
('aten::view', 'aten::add_', 'aten::permute'), 37.48399999999674, 0.0008474734813498607%, 1
('aten::add_', 'aten::permute', 'aten::as_strided'), 36.945999999996275, 0.0008353098719974262%, 1
('aten::convolution', 'aten::_convolution', 'aten::contiguous'), 36330.90000000002, 0.8214031134237637%, 1
('aten::_convolution', 'aten::contiguous', 'aten::empty_like'), 18229.012000000046, 0.41213862611273533%, 1
('aten::empty', 'aten::copy_', 'aten::unsqueeze'), 119.95000000006985, 0.0027119422710485497%, 1
('aten::copy_', 'aten::unsqueeze', 'aten::as_strided'), 119.8969999999972, 0.0027107439972631183%, 1
('aten::squeeze', 'aten::as_strided', 'aten::view'), 24.584000000031665, 0.0005558181641642733%, 1
('aten::as_strided', 'aten::view', 'aten::slice'), 17.51699999999255, 0.00039604079001175134%, 1
('aten::view', 'aten::slice', 'aten::as_strided'), 18.084000000031665, 0.00040886005860524624%, 1
('aten::slice', 'aten::as_strided', 'aten::broadcast_tensors'), 10.445999999996275, 0.0002361729801029308%, 1
('aten::as_strided', 'aten::broadcast_tensors', 'aten::l1_loss'), 3552.972999999998, 0.08032895095113432%, 1
('aten::broadcast_tensors', 'aten::l1_loss', 'aten::empty'), 3553.9139999999898, 0.08035022596303122%, 1
('aten::l1_loss', 'aten::empty', 'aten::l1_loss'), 7072.769000000029, 0.1599078051225568%, 1
('aten::empty', 'aten::l1_loss', 'aten::sub'), 5523.933000000077, 0.12489026598692383%, 1
('aten::l1_loss', 'aten::sub', 'aten::empty'), 5526.340000000084, 0.12494468570385946%, 1
('aten::sub', 'aten::empty', 'aten::abs_'), 2883.252000000037, 0.0651872695029664%, 1
('aten::empty', 'aten::abs_', 'aten::abs'), 1752.4440000000177, 0.039620900052044064%, 1
('aten::abs_', 'aten::abs', 'aten::mean'), 2354.4060000000172, 0.05323062238104761%, 1
('aten::abs', 'aten::mean', 'aten::sum'), 2037.8600000000442, 0.04607385307608086%, 1
('aten::mean', 'aten::sum', 'aten::resize_'), 1170.1470000000554, 0.02645578251470571%, 1
('aten::sum', 'aten::resize_', 'aten::as_strided'), 565.1470000000554, 0.012777374228057796%, 1
('aten::resize_', 'aten::as_strided', 'aten::fill_'), 6.322000000043772, 0.00014293371436163114%, 1
('aten::as_strided', 'aten::fill_', 'aten::div_'), 39.94099999999162, 0.0009030236452510573%, 1
('aten::fill_', 'aten::div_', 'aten::to'), 56.494000000006054, 0.001277269417761934%, 1
('aten::div_', 'aten::to', 'aten::empty_strided'), 56.771000000007916, 0.0012835320939527223%, 1
('aten::empty_strided', 'aten::copy_', 'aten::ones_like'), 17.713000000047032, 0.00040047214211907077%, 1
('aten::copy_', 'aten::ones_like', 'aten::empty_like'), 19.29999999998836, 0.0004363525288134636%, 1
('aten::ones_like', 'aten::empty_like', 'aten::empty_strided'), 13.315000000002328, 0.0003010380270028906%, 1
('aten::empty_like', 'aten::empty_strided', 'aten::fill_'), 5.4610000000102445, 0.0001234674176091312%, 1
('aten::l1_loss_backward', 'aten::zeros_like', 'aten::empty_like'), 5895.856000000029, 0.13329905052443505%, 1
('aten::zeros_like', 'aten::empty_like', 'aten::empty'), 1245.3530000000028, 0.028156110404961777%, 1
('aten::empty_like', 'aten::empty', 'aten::zero_'), 1215.4589999999735, 0.02748023877302549%, 1
('aten::zero_', 'aten::fill_', 'aten::l1_loss_backward'), 5777.359999999928, 0.1306199816511524%, 1
('aten::fill_', 'aten::l1_loss_backward', 'aten::div'), 4635.499999999942, 0.10480373820290181%, 1
('aten::l1_loss_backward', 'aten::div', 'aten::to'), 3480.9529999999795, 0.07870065514153989%, 1
('aten::empty', 'aten::sub', 'aten::sgn_'), 2918.7750000000233, 0.06599040685431584%, 1
('aten::sub', 'aten::sgn_', 'aten::sgn'), 3779.956999999995, 0.08546081843301276%, 1
('aten::sgn_', 'aten::sgn', 'aten::mul_'), 2197.502999999968, 0.04968321197542679%, 1
('aten::reshape', 'aten::clone', 'aten::empty_like'), 171.7249999998603, 0.0038825201041697553%, 1
('aten::clone', 'aten::empty_like', 'aten::empty'), 84.73999999999069, 0.0019158815177031682%, 1
('aten::empty', 'aten::copy_', 'aten::_unsafe_view'), 72.73200000007637, 0.0016443933743892903%, 1
('aten::copy_', 'aten::_unsafe_view', 'aten::view'), 72.23499999998603, 0.0016331567315468116%, 1
('aten::reshape', 'aten::view', 'aten::add'), 169.62499999976717, 0.003835041331602425%, 1
('aten::addmm_', 'aten::zero_', 'aten::resize_'), 1484.7470000002068, 0.03356855482376605%, 1
('aten::mkldnn_convolution_backward', 'aten::mkldnn_convolution_backward_weights', 'aten::empty'), 11172.26099999994, 0.2525929709801528%, 1
('aten::empty_strided', 'aten::copy_', 'aten::zeros'), 12.00400000018999, 0.0002713977075628435%, 1
('aten::copy_', 'aten::zeros', 'aten::empty'), 11.572000000393018, 0.0002616306457825876%, 1
('aten::empty', 'aten::zeros_like', 'aten::empty_like'), 13.763999999966472, 0.00031118944075531123%, 1
('aten::empty_strided', 'aten::zero_', 'aten::mul_'), 31.70699999993667, 0.0007168616389155027%, 1
('aten::zero_', 'aten::mul_', 'aten::to'), 42.16300000017509, 0.0009532607084170758%, 1
('aten::addcdiv_', 'aten::addcdiv', 'aten::zeros'), 16.722000000532717, 0.0003780666832671291%, 1
('aten::addcdiv', 'aten::zeros', 'aten::empty'), 11.496000000275671, 0.0002599123663918598%, 1
('aten::empty', 'aten::zero_', 'aten::zero_'), 5.464000000152737, 0.00012353524443030312%, 1
Total time: 4423029.254000019us
