kList(2),            Time(us),                Time%,   Calls (Top 117, sorted by calls)
-------------------------------------------------------------
('aten::select', 'aten::as_strided'), 1551219.7820006437, 4.508679934783113%, 307008
('aten::as_strided', 'aten::select'), 1548580.3340006103, 4.501008277694454%, 306540
('aten::empty_strided', 'aten::copy_'), 8870.228000014089, 0.0257816587079846%, 2063
('aten::to', 'aten::empty_strided'), 10821.843000056222, 0.031454102737652125%, 1905
('aten::mul_', 'aten::to'), 20514.859000001103, 0.05962722640045043%, 948
('aten::empty_like', 'aten::empty'), 10155.747999991232, 0.0295180720111879%, 630
('aten::copy_', 'aten::empty'), 1912.609999998007, 0.005559074497447948%, 480
('aten::div', 'aten::to'), 23731.65200000233, 0.0689769589281976%, 477
('aten::copy_', 'aten::add_'), 8906.94799999427, 0.025888386799668907%, 474
('aten::add_', 'aten::mul_'), 16124.545999988914, 0.046866612875368266%, 474
('aten::copy_', 'aten::addcmul_'), 8310.534000028856, 0.02415488657895893%, 474
('aten::addcmul_', 'aten::addcmul'), 13381.648000005633, 0.03889427438460229%, 474
('aten::addcmul', 'aten::sqrt'), 16376.919999991544, 0.04760014760917966%, 474
('aten::sqrt', 'aten::empty'), 11227.609999991022, 0.03263348012313367%, 474
('aten::empty', 'aten::div'), 15636.998999984004, 0.045449538775558386%, 474
('aten::empty', 'aten::add_'), 6270.001999957487, 0.018224001870191842%, 474
('aten::add_', 'aten::to'), 7897.0649999706075, 0.022953123034006477%, 474
('aten::copy_', 'aten::addcdiv_'), 10695.3880000012, 0.03108655641828676%, 474
('aten::addcdiv_', 'aten::addcdiv'), 17923.253000003286, 0.052094623924234175%, 473
('aten::addcdiv', 'aten::mul_'), 15862.291999986395, 0.046104361541709424%, 471
('aten::empty', 'aten::select'), 4868.030000027029, 0.014149116351995434%, 468
('aten::empty', 'aten::as_strided_'), 7262.518000008411, 0.021108787782739558%, 465
('aten::empty_like', 'aten::empty_strided'), 1713.0879999960307, 0.004979156133593346%, 319
('aten::zeros_like', 'aten::empty_like'), 8583.592999984743, 0.024948543060392674%, 319
('aten::empty_strided', 'aten::zero_'), 6035.19100000523, 0.01754151467125625%, 316
('aten::empty', 'aten::empty'), 2393.038000002962, 0.006955456950059954%, 315
('aten::empty', 'aten::empty_like'), 2671.1839999784715, 0.007763898992626199%, 312
('aten::zero_', 'aten::zeros_like'), 6025.711999998428, 0.017513963593305606%, 285
('aten::zero_', 'aten::zero_'), 4470.627999974415, 0.01299405216027334%, 284
